分拣中心,日期,小时,预测时货量
SC35,2023/12/29,9,1365.0
SC35,2023/12/29,10,1212.0
SC35,2023/12/29,11,959.0
SC35,2023/12/29,12,770.0
SC35,2023/12/29,13,153.0
SC35,2023/12/29,14,56.0
SC35,2023/12/29,15,37.0
SC35,2023/12/29,16,31.0
SC35,2023/12/29,17,21.0
SC35,2023/12/29,18,2194.0
SC35,2023/12/29,19,2463.0
SC35,2023/12/29,20,2628.0
SC35,2023/12/29,21,3115.0
SC35,2023/12/29,22,3669.0
SC35,2023/12/29,23,1334.0
SC35,2023/12/30,0,127.0
SC35,2023/12/30,1,1455.0
SC35,2023/12/30,2,1226.0
SC35,2023/12/30,3,1266.0
SC35,2023/12/30,4,1220.0
SC35,2023/12/30,5,1025.0
SC35,2023/12/30,6,7.0
SC35,2023/12/30,7,0.0
SC35,2023/12/30,8,674.0
SC35,2023/12/30,9,1335.0
SC35,2023/12/30,10,1188.0
SC35,2023/12/30,11,969.0
SC35,2023/12/30,12,1002.0
SC35,2023/12/30,13,155.0
SC35,2023/12/30,14,55.0
SC35,2023/12/30,15,37.0
SC35,2023/12/30,16,34.0
SC35,2023/12/30,17,20.0
SC35,2023/12/30,18,2174.0
SC35,2023/12/30,19,2460.0
SC35,2023/12/30,20,2611.0
SC35,2023/12/30,21,3112.0
SC35,2023/12/30,22,3684.0
SC35,2023/12/30,23,1315.0
SC36,2023/12/01,0,0.0
SC36,2023/12/01,1,0.0
SC36,2023/12/01,2,0.0
SC36,2023/12/01,3,0.0
SC36,2023/12/01,4,0.0
SC36,2023/12/01,5,0.0
SC36,2023/12/01,6,0.0
SC36,2023/12/01,7,0.0
SC36,2023/12/01,8,0.0
SC36,2023/12/01,9,70.0
SC36,2023/12/01,10,135.0
SC36,2023/12/01,11,120.0
SC36,2023/12/01,12,0.0
SC36,2023/12/01,13,62.0
SC36,2023/12/01,14,95.0
SC36,2023/12/01,15,45.0
SC36,2023/12/01,16,40.0
SC36,2023/12/01,17,40.0
SC36,2023/12/01,18,34.0
SC36,2023/12/01,19,3.0
SC36,2023/12/01,20,0.0
SC36,2023/12/01,21,0.0
SC36,2023/12/01,22,0.0
SC36,2023/12/01,23,0.0
SC36,2023/12/02,0,0.0
SC36,2023/12/02,1,0.0
SC36,2023/12/02,2,0.0
SC36,2023/12/02,3,0.0
SC36,2023/12/02,4,0.0
SC36,2023/12/02,5,0.0
SC36,2023/12/02,6,0.0
SC36,2023/12/02,7,0.0
SC36,2023/12/02,8,0.0
SC36,2023/12/02,9,60.0
SC36,2023/12/02,10,112.0
SC36,2023/12/02,11,105.0
SC36,2023/12/02,12,0.0
SC36,2023/12/02,13,33.0
SC36,2023/12/02,14,87.0
SC36,2023/12/02,15,55.0
SC36,2023/12/02,16,41.0
SC36,2023/12/02,17,35.0
SC36,2023/12/02,18,31.0
SC36,2023/12/02,19,3.0
SC36,2023/12/02,20,0.0
SC36,2023/12/02,21,0.0
SC36,2023/12/02,22,0.0
SC36,2023/12/02,23,0.0
SC36,2023/12/03,0,0.0
SC36,2023/12/03,1,0.0
SC36,2023/12/03,2,0.0
SC36,2023/12/03,3,0.0
SC36,2023/12/03,4,0.0
SC36,2023/12/03,5,0.0
SC36,2023/12/03,6,0.0
SC36,2023/12/03,7,0.0
SC36,2023/12/03,8,0.0
SC36,2023/12/03,9,55.0
SC36,2023/12/03,10,102.0
SC36,2023/12/03,11,89.0
SC36,2023/12/03,12,2.0
SC36,2023/12/03,13,43.0
SC36,2023/12/03,14,80.0
SC36,2023/12/03,15,56.0
SC36,2023/12/03,16,43.0
SC36,2023/12/03,17,44.0
SC36,2023/12/03,18,42.0
SC36,2023/12/03,19,0.0
SC36,2023/12/03,20,0.0
SC36,2023/12/03,21,0.0
SC36,2023/12/03,22,0.0
SC36,2023/12/03,23,0.0
SC36,2023/12/04,0,0.0
SC36,2023/12/04,1,0.0
SC36,2023/12/04,2,0.0
SC36,2023/12/04,3,0.0
SC36,2023/12/04,4,0.0
SC36,2023/12/04,5,0.0
SC36,2023/12/04,6,0.0
SC36,2023/12/04,7,0.0
SC36,2023/12/04,8,0.0
SC36,2023/12/04,9,53.0
SC36,2023/12/04,10,94.0
SC36,2023/12/04,11,89.0
SC36,2023/12/04,12,2.0
SC36,2023/12/04,13,59.0
SC36,2023/12/04,14,70.0
SC36,2023/12/04,15,40.0
SC36,2023/12/04,16,38.0
SC36,2023/12/04,17,37.0
SC36,2023/12/04,18,47.0
SC36,2023/12/04,19,2.0
SC36,2023/12/04,20,0.0
SC36,2023/12/04,21,0.0
SC36,2023/12/04,22,0.0
SC36,2023/12/04,23,0.0
SC36,2023/12/05,0,0.0
SC36,2023/12/05,1,0.0
SC36,2023/12/05,2,0.0
SC36,2023/12/05,3,0.0
SC36,2023/12/05,4,0.0
SC36,2023/12/05,5,0.0
SC36,2023/12/05,6,0.0
SC36,2023/12/05,7,0.0
SC36,2023/12/05,8,0.0
SC36,2023/12/05,9,48.0
SC36,2023/12/05,10,82.0
SC36,2023/12/05,11,96.0
SC36,2023/12/05,12,1.0
SC36,2023/12/05,13,62.0
SC36,2023/12/05,14,64.0
SC36,2023/12/05,15,40.0
SC36,2023/12/05,16,25.0
SC36,2023/12/05,17,24.0
SC36,2023/12/05,18,39.0
SC36,2023/12/05,19,3.0
SC36,2023/12/05,20,0.0
SC36,2023/12/05,21,0.0
SC36,2023/12/05,22,0.0
SC36,2023/12/05,23,0.0
SC36,2023/12/06,0,0.0
SC36,2023/12/06,1,0.0
SC36,2023/12/06,2,0.0
SC36,2023/12/06,3,0.0
SC36,2023/12/06,4,0.0
SC36,2023/12/06,5,0.0
SC36,2023/12/06,6,0.0
SC36,2023/12/06,7,0.0
SC36,2023/12/06,8,0.0
SC36,2023/12/06,9,50.0
SC36,2023/12/06,10,75.0
SC36,2023/12/06,11,89.0
SC36,2023/12/06,12,1.0
SC36,2023/12/06,13,38.0
SC36,2023/12/06,14,49.0
SC36,2023/12/06,15,32.0
SC36,2023/12/06,16,36.0
SC36,2023/12/06,17,38.0
SC36,2023/12/06,18,45.0
SC36,2023/12/06,19,6.0
SC36,2023/12/06,20,0.0
SC36,2023/12/06,21,0.0
SC36,2023/12/06,22,0.0
SC36,2023/12/06,23,0.0
SC36,2023/12/07,0,0.0
SC36,2023/12/07,1,0.0
SC36,2023/12/07,2,0.0
SC36,2023/12/07,3,0.0
SC36,2023/12/07,4,0.0
SC36,2023/12/07,5,0.0
SC36,2023/12/07,6,0.0
SC36,2023/12/07,7,0.0
SC36,2023/12/07,8,0.0
SC36,2023/12/07,9,56.0
SC36,2023/12/07,10,83.0
SC36,2023/12/07,11,89.0
SC36,2023/12/07,12,0.0
SC36,2023/12/07,13,33.0
SC36,2023/12/07,14,53.0
SC36,2023/12/07,15,40.0
SC36,2023/12/07,16,40.0
SC36,2023/12/07,17,43.0
SC36,2023/12/07,18,45.0
SC36,2023/12/07,19,6.0
SC36,2023/12/07,20,0.0
SC36,2023/12/07,21,0.0
SC36,2023/12/07,22,0.0
SC36,2023/12/07,23,0.0
SC36,2023/12/08,0,0.0
SC36,2023/12/08,1,0.0
SC36,2023/12/08,2,0.0
SC36,2023/12/08,3,0.0
SC36,2023/12/08,4,0.0
SC36,2023/12/08,5,0.0
SC36,2023/12/08,6,0.0
SC36,2023/12/08,7,0.0
SC36,2023/12/08,8,0.0
SC36,2023/12/08,9,67.0
SC36,2023/12/08,10,94.0
SC36,2023/12/08,11,98.0
SC36,2023/12/08,12,0.0
SC36,2023/12/08,13,51.0
SC36,2023/12/08,14,54.0
SC36,2023/12/08,15,43.0
SC36,2023/12/08,16,31.0
SC36,2023/12/08,17,37.0
SC36,2023/12/08,18,35.0
SC36,2023/12/08,19,2.0
SC36,2023/12/08,20,0.0
SC36,2023/12/08,21,0.0
SC36,2023/12/08,22,0.0
SC36,2023/12/08,23,0.0
SC36,2023/12/09,0,0.0
SC36,2023/12/09,1,0.0
SC36,2023/12/09,2,0.0
SC36,2023/12/09,3,0.0
SC36,2023/12/09,4,0.0
SC36,2023/12/09,5,0.0
SC36,2023/12/09,6,0.0
SC36,2023/12/09,7,0.0
SC36,2023/12/09,8,0.0
SC36,2023/12/09,9,71.0
SC36,2023/12/09,10,100.0
SC36,2023/12/09,11,93.0
SC36,2023/12/09,12,2.0
SC36,2023/12/09,13,46.0
SC36,2023/12/09,14,57.0
SC36,2023/12/09,15,44.0
SC36,2023/12/09,16,38.0
SC36,2023/12/09,17,34.0
SC36,2023/12/09,18,31.0
SC36,2023/12/09,19,2.0
SC36,2023/12/09,20,0.0
SC36,2023/12/09,21,0.0
SC36,2023/12/09,22,0.0
SC36,2023/12/09,23,0.0
SC36,2023/12/10,0,0.0
SC36,2023/12/10,1,0.0
SC36,2023/12/10,2,0.0
SC36,2023/12/10,3,0.0
SC36,2023/12/10,4,0.0
SC36,2023/12/10,5,0.0
SC36,2023/12/10,6,0.0
SC36,2023/12/10,7,0.0
SC36,2023/12/10,8,0.0
SC36,2023/12/10,9,68.0
SC36,2023/12/10,10,107.0
SC36,2023/12/10,11,91.0
SC36,2023/12/10,12,1.0
SC36,2023/12/10,13,54.0
SC36,2023/12/10,14,55.0
SC36,2023/12/10,15,42.0
SC36,2023/12/10,16,39.0
SC36,2023/12/10,17,39.0
SC36,2023/12/10,18,39.0
SC36,2023/12/10,19,1.0
SC36,2023/12/10,20,0.0
SC36,2023/12/10,21,0.0
SC36,2023/12/10,22,0.0
SC36,2023/12/10,23,0.0
SC36,2023/12/11,0,0.0
SC36,2023/12/11,1,0.0
SC36,2023/12/11,2,0.0
SC36,2023/12/11,3,0.0
SC36,2023/12/11,4,0.0
SC36,2023/12/11,5,0.0
SC36,2023/12/11,6,0.0
SC36,2023/12/11,7,0.0
SC36,2023/12/11,8,0.0
SC36,2023/12/11,9,62.0
SC36,2023/12/11,10,110.0
SC36,2023/12/11,11,88.0
SC36,2023/12/11,12,0.0
SC36,2023/12/11,13,71.0
SC36,2023/12/11,14,58.0
SC36,2023/12/11,15,39.0
SC36,2023/12/11,16,31.0
SC36,2023/12/11,17,35.0
SC36,2023/12/11,18,39.0
SC36,2023/12/11,19,1.0
SC36,2023/12/11,20,0.0
SC36,2023/12/11,21,0.0
SC36,2023/12/11,22,0.0
SC36,2023/12/11,23,0.0
SC36,2023/12/12,0,0.0
SC36,2023/12/12,1,0.0
SC36,2023/12/12,2,0.0
SC36,2023/12/12,3,0.0
SC36,2023/12/12,4,0.0
SC36,2023/12/12,5,0.0
SC36,2023/12/12,6,0.0
SC36,2023/12/12,7,0.0
SC36,2023/12/12,8,0.0
SC36,2023/12/12,9,57.0
SC36,2023/12/12,10,105.0
SC36,2023/12/12,11,87.0
SC36,2023/12/12,12,0.0
SC36,2023/12/12,13,59.0
SC36,2023/12/12,14,54.0
SC36,2023/12/12,15,37.0
SC36,2023/12/12,16,26.0
SC36,2023/12/12,17,25.0
SC36,2023/12/12,18,35.0
SC36,2023/12/12,19,2.0
SC36,2023/12/12,20,0.0
SC36,2023/12/12,21,0.0
SC36,2023/12/12,22,0.0
SC36,2023/12/12,23,0.0
SC36,2023/12/13,0,0.0
SC36,2023/12/13,1,0.0
SC36,2023/12/13,2,0.0
SC36,2023/12/13,3,0.0
SC36,2023/12/13,4,0.0
SC36,2023/12/13,5,0.0
SC36,2023/12/13,6,0.0
SC36,2023/12/13,7,0.0
SC36,2023/12/13,8,0.0
SC36,2023/12/13,9,51.0
SC36,2023/12/13,10,97.0
SC36,2023/12/13,11,87.0
SC36,2023/12/13,12,0.0
SC36,2023/12/13,13,37.0
SC36,2023/12/13,14,57.0
SC36,2023/12/13,15,42.0
SC36,2023/12/13,16,26.0
SC36,2023/12/13,17,28.0
SC36,2023/12/13,18,36.0
SC36,2023/12/13,19,0.0
SC36,2023/12/13,20,0.0
SC36,2023/12/13,21,0.0
SC36,2023/12/13,22,0.0
SC36,2023/12/13,23,0.0
SC36,2023/12/14,0,0.0
SC36,2023/12/14,1,0.0
SC36,2023/12/14,2,0.0
SC36,2023/12/14,3,0.0
SC36,2023/12/14,4,0.0
SC36,2023/12/14,5,0.0
SC36,2023/12/14,6,0.0
SC36,2023/12/14,7,0.0
SC36,2023/12/14,8,0.0
SC36,2023/12/14,9,45.0
SC36,2023/12/14,10,90.0
SC36,2023/12/14,11,84.0
SC36,2023/12/14,12,0.0
SC36,2023/12/14,13,23.0
SC36,2023/12/14,14,54.0
SC36,2023/12/14,15,34.0
SC36,2023/12/14,16,29.0
SC36,2023/12/14,17,31.0
SC36,2023/12/14,18,37.0
SC36,2023/12/14,19,2.0
SC36,2023/12/14,20,0.0
SC36,2023/12/14,21,0.0
SC36,2023/12/14,22,0.0
SC36,2023/12/14,23,0.0
SC36,2023/12/15,0,0.0
SC36,2023/12/15,1,0.0
SC36,2023/12/15,2,0.0
SC36,2023/12/15,3,0.0
SC36,2023/12/15,4,0.0
SC36,2023/12/15,5,0.0
SC36,2023/12/15,6,0.0
SC36,2023/12/15,7,0.0
SC36,2023/12/15,8,0.0
SC36,2023/12/15,9,41.0
SC36,2023/12/15,10,84.0
SC36,2023/12/15,11,83.0
SC36,2023/12/15,12,1.0
SC36,2023/12/15,13,36.0
SC36,2023/12/15,14,51.0
SC36,2023/12/15,15,29.0
SC36,2023/12/15,16,23.0
SC36,2023/12/15,17,25.0
SC36,2023/12/15,18,32.0
SC36,2023/12/15,19,3.0
SC36,2023/12/15,20,0.0
SC36,2023/12/15,21,0.0
SC36,2023/12/15,22,0.0
SC36,2023/12/15,23,0.0
SC36,2023/12/16,0,0.0
SC36,2023/12/16,1,0.0
SC36,2023/12/16,2,0.0
SC36,2023/12/16,3,0.0
SC36,2023/12/16,4,0.0
SC36,2023/12/16,5,0.0
SC36,2023/12/16,6,0.0
SC36,2023/12/16,7,0.0
SC36,2023/12/16,8,0.0
SC36,2023/12/16,9,43.0
SC36,2023/12/16,10,81.0
SC36,2023/12/16,11,84.0
SC36,2023/12/16,12,1.0
SC36,2023/12/16,13,51.0
SC36,2023/12/16,14,46.0
SC36,2023/12/16,15,28.0
SC36,2023/12/16,16,22.0
SC36,2023/12/16,17,25.0
SC36,2023/12/16,18,30.0
SC36,2023/12/16,19,2.0
SC36,2023/12/16,20,0.0
SC36,2023/12/16,21,0.0
SC36,2023/12/16,22,0.0
SC36,2023/12/16,23,0.0
SC36,2023/12/17,0,0.0
SC36,2023/12/17,1,0.0
SC36,2023/12/17,2,0.0
SC36,2023/12/17,3,0.0
SC36,2023/12/17,4,0.0
SC36,2023/12/17,5,0.0
SC36,2023/12/17,6,0.0
SC36,2023/12/17,7,0.0
SC36,2023/12/17,8,0.0
SC36,2023/12/17,9,49.0
SC36,2023/12/17,10,81.0
SC36,2023/12/17,11,82.0
SC36,2023/12/17,12,0.0
SC36,2023/12/17,13,35.0
SC36,2023/12/17,14,45.0
SC36,2023/12/17,15,30.0
SC36,2023/12/17,16,28.0
SC36,2023/12/17,17,30.0
SC36,2023/12/17,18,33.0
SC36,2023/12/17,19,2.0
SC36,2023/12/17,20,0.0
SC36,2023/12/17,21,0.0
SC36,2023/12/17,22,0.0
SC36,2023/12/17,23,0.0
SC36,2023/12/18,0,0.0
SC36,2023/12/18,1,0.0
SC36,2023/12/18,2,0.0
SC36,2023/12/18,3,0.0
SC36,2023/12/18,4,0.0
SC36,2023/12/18,5,0.0
SC36,2023/12/18,6,0.0
SC36,2023/12/18,7,0.0
SC36,2023/12/18,8,0.0
SC36,2023/12/18,9,56.0
SC36,2023/12/18,10,85.0
SC36,2023/12/18,11,81.0
SC36,2023/12/18,12,0.0
SC36,2023/12/18,13,30.0
SC36,2023/12/18,14,41.0
SC36,2023/12/18,15,31.0
SC36,2023/12/18,16,25.0
SC36,2023/12/18,17,31.0
SC36,2023/12/18,18,34.0
SC36,2023/12/18,19,0.0
SC36,2023/12/18,20,0.0
SC36,2023/12/18,21,0.0
SC36,2023/12/18,22,0.0
SC36,2023/12/18,23,0.0
SC36,2023/12/19,0,0.0
SC36,2023/12/19,1,0.0
SC36,2023/12/19,2,0.0
SC36,2023/12/19,3,0.0
SC36,2023/12/19,4,0.0
SC36,2023/12/19,5,0.0
SC36,2023/12/19,6,0.0
SC36,2023/12/19,7,0.0
SC36,2023/12/19,8,0.0
SC36,2023/12/19,9,59.0
SC36,2023/12/19,10,90.0
SC36,2023/12/19,11,79.0
SC36,2023/12/19,12,0.0
SC36,2023/12/19,13,36.0
SC36,2023/12/19,14,42.0
SC36,2023/12/19,15,32.0
SC36,2023/12/19,16,24.0
SC36,2023/12/19,17,24.0
SC36,2023/12/19,18,30.0
SC36,2023/12/19,19,1.0
SC36,2023/12/19,20,0.0
SC36,2023/12/19,21,0.0
SC36,2023/12/19,22,0.0
SC36,2023/12/19,23,0.0
SC36,2023/12/20,0,0.0
SC36,2023/12/20,1,0.0
SC36,2023/12/20,2,0.0
SC36,2023/12/20,3,0.0
SC36,2023/12/20,4,0.0
SC36,2023/12/20,5,0.0
SC36,2023/12/20,6,0.0
SC36,2023/12/20,7,0.0
SC36,2023/12/20,8,0.0
SC36,2023/12/20,9,58.0
SC36,2023/12/20,10,93.0
SC36,2023/12/20,11,79.0
SC36,2023/12/20,12,0.0
SC36,2023/12/20,13,28.0
SC36,2023/12/20,14,39.0
SC36,2023/12/20,15,29.0
SC36,2023/12/20,16,23.0
SC36,2023/12/20,17,25.0
SC36,2023/12/20,18,30.0
SC36,2023/12/20,19,1.0
SC36,2023/12/20,20,0.0
SC36,2023/12/20,21,0.0
SC36,2023/12/20,22,0.0
SC36,2023/12/20,23,0.0
SC36,2023/12/21,0,0.0
SC36,2023/12/21,1,0.0
SC36,2023/12/21,2,0.0
SC36,2023/12/21,3,0.0
SC36,2023/12/21,4,0.0
SC36,2023/12/21,5,0.0
SC36,2023/12/21,6,0.0
SC36,2023/12/21,7,0.0
SC36,2023/12/21,8,0.0
SC36,2023/12/21,9,55.0
SC36,2023/12/21,10,94.0
SC36,2023/12/21,11,78.0
SC36,2023/12/21,12,0.0
SC36,2023/12/21,13,31.0
SC36,2023/12/21,14,39.0
SC36,2023/12/21,15,30.0
SC36,2023/12/21,16,22.0
SC36,2023/12/21,17,26.0
SC36,2023/12/21,18,31.0
SC36,2023/12/21,19,1.0
SC36,2023/12/21,20,0.0
SC36,2023/12/21,21,0.0
SC36,2023/12/21,22,0.0
SC36,2023/12/21,23,0.0
SC36,2023/12/22,0,0.0
SC36,2023/12/22,1,0.0
SC36,2023/12/22,2,0.0
SC36,2023/12/22,3,0.0
SC36,2023/12/22,4,0.0
SC36,2023/12/22,5,0.0
SC36,2023/12/22,6,0.0
SC36,2023/12/22,7,0.0
SC36,2023/12/22,8,0.0
SC36,2023/12/22,9,51.0
SC36,2023/12/22,10,93.0
SC36,2023/12/22,11,76.0
SC36,2023/12/22,12,0.0
SC36,2023/12/22,13,41.0
SC36,2023/12/22,14,37.0
SC36,2023/12/22,15,29.0
SC36,2023/12/22,16,20.0
SC36,2023/12/22,17,22.0
SC36,2023/12/22,18,29.0
SC36,2023/12/22,19,1.0
SC36,2023/12/22,20,0.0
SC36,2023/12/22,21,0.0
SC36,2023/12/22,22,0.0
SC36,2023/12/22,23,0.0
SC36,2023/12/23,0,0.0
SC36,2023/12/23,1,0.0
SC36,2023/12/23,2,0.0
SC36,2023/12/23,3,0.0
SC36,2023/12/23,4,0.0
SC36,2023/12/23,5,0.0
SC36,2023/12/23,6,0.0
SC36,2023/12/23,7,0.0
SC36,2023/12/23,8,0.0
SC36,2023/12/23,9,45.0
SC36,2023/12/23,10,90.0
SC36,2023/12/23,11,75.0
SC36,2023/12/23,12,0.0
SC36,2023/12/23,13,49.0
SC36,2023/12/23,14,38.0
SC36,2023/12/23,15,29.0
SC36,2023/12/23,16,17.0
SC36,2023/12/23,17,19.0
SC36,2023/12/23,18,27.0
SC36,2023/12/23,19,1.0
SC36,2023/12/23,20,0.0
SC36,2023/12/23,21,0.0
SC36,2023/12/23,22,0.0
SC36,2023/12/23,23,0.0
SC36,2023/12/24,0,0.0
SC36,2023/12/24,1,0.0
SC36,2023/12/24,2,0.0
SC36,2023/12/24,3,0.0
SC36,2023/12/24,4,0.0
SC36,2023/12/24,5,0.0
SC36,2023/12/24,6,0.0
SC36,2023/12/24,7,0.0
SC36,2023/12/24,8,0.0
SC36,2023/12/24,9,40.0
SC36,2023/12/24,10,85.0
SC36,2023/12/24,11,75.0
SC36,2023/12/24,12,0.0
SC36,2023/12/24,13,40.0
SC36,2023/12/24,14,36.0
SC36,2023/12/24,15,27.0
SC36,2023/12/24,16,19.0
SC36,2023/12/24,17,22.0
SC36,2023/12/24,18,29.0
SC36,2023/12/24,19,1.0
SC36,2023/12/24,20,0.0
SC36,2023/12/24,21,0.0
SC36,2023/12/24,22,0.0
SC36,2023/12/24,23,0.0
SC36,2023/12/25,0,0.0
SC36,2023/12/25,1,0.0
SC36,2023/12/25,2,0.0
SC36,2023/12/25,3,0.0
SC36,2023/12/25,4,0.0
SC36,2023/12/25,5,0.0
SC36,2023/12/25,6,0.0
SC36,2023/12/25,7,0.0
SC36,2023/12/25,8,0.0
SC36,2023/12/25,9,37.0
SC36,2023/12/25,10,81.0
SC36,2023/12/25,11,73.0
SC36,2023/12/25,12,0.0
SC36,2023/12/25,13,17.0
SC36,2023/12/25,14,37.0
SC36,2023/12/25,15,23.0
SC36,2023/12/25,16,19.0
SC36,2023/12/25,17,22.0
SC36,2023/12/25,18,29.0
SC36,2023/12/25,19,2.0
SC36,2023/12/25,20,0.0
SC36,2023/12/25,21,0.0
SC36,2023/12/25,22,0.0
SC36,2023/12/25,23,0.0
SC36,2023/12/26,0,0.0
SC36,2023/12/26,1,0.0
SC36,2023/12/26,2,0.0
SC36,2023/12/26,3,0.0
SC36,2023/12/26,4,0.0
SC36,2023/12/26,5,0.0
SC36,2023/12/26,6,0.0
SC36,2023/12/26,7,0.0
SC36,2023/12/26,8,0.0
SC36,2023/12/26,9,38.0
SC36,2023/12/26,10,79.0
SC36,2023/12/26,11,72.0
SC36,2023/12/26,12,0.0
SC36,2023/12/26,13,21.0
SC36,2023/12/26,14,34.0
SC36,2023/12/26,15,22.0
SC36,2023/12/26,16,16.0
SC36,2023/12/26,17,20.0
SC36,2023/12/26,18,26.0
SC36,2023/12/26,19,1.0
SC36,2023/12/26,20,0.0
SC36,2023/12/26,21,0.0
SC36,2023/12/26,22,0.0
SC36,2023/12/26,23,0.0
SC36,2023/12/27,0,0.0
SC36,2023/12/27,1,0.0
SC36,2023/12/27,2,0.0
SC36,2023/12/27,3,0.0
SC36,2023/12/27,4,0.0
SC36,2023/12/27,5,0.0
SC36,2023/12/27,6,0.0
SC36,2023/12/27,7,0.0
SC36,2023/12/27,8,0.0
SC36,2023/12/27,9,42.0
SC36,2023/12/27,10,78.0
SC36,2023/12/27,11,71.0
SC36,2023/12/27,12,0.0
SC36,2023/12/27,13,34.0
SC36,2023/12/27,14,34.0
SC36,2023/12/27,15,23.0
SC36,2023/12/27,16,18.0
SC36,2023/12/27,17,20.0
SC36,2023/12/27,18,26.0
SC36,2023/12/27,19,0.0
SC36,2023/12/27,20,0.0
SC36,2023/12/27,21,0.0
SC36,2023/12/27,22,0.0
SC36,2023/12/27,23,0.0
SC36,2023/12/28,0,0.0
SC36,2023/12/28,1,0.0
SC36,2023/12/28,2,0.0
SC36,2023/12/28,3,0.0
SC36,2023/12/28,4,0.0
SC36,2023/12/28,5,0.0
SC36,2023/12/28,6,0.0
SC36,2023/12/28,7,0.0
SC36,2023/12/28,8,0.0
SC36,2023/12/28,9,46.0
SC36,2023/12/28,10,79.0
SC36,2023/12/28,11,70.0
SC36,2023/12/28,12,0.0
SC36,2023/12/28,13,28.0
SC36,2023/12/28,14,31.0
SC36,2023/12/28,15,23.0
SC36,2023/12/28,16,18.0
SC36,2023/12/28,17,22.0
SC36,2023/12/28,18,27.0
SC36,2023/12/28,19,0.0
SC36,2023/12/28,20,0.0
SC36,2023/12/28,21,0.0
SC36,2023/12/28,22,0.0
SC36,2023/12/28,23,0.0
SC36,2023/12/29,0,0.0
SC36,2023/12/29,1,0.0
SC36,2023/12/29,2,0.0
SC36,2023/12/29,3,0.0
SC36,2023/12/29,4,0.0
SC36,2023/12/29,5,0.0
SC36,2023/12/29,6,0.0
SC36,2023/12/29,7,0.0
SC36,2023/12/29,8,0.0
SC36,2023/12/29,9,49.0
SC36,2023/12/29,10,81.0
SC36,2023/12/29,11,70.0
SC36,2023/12/29,12,0.0
SC36,2023/12/29,13,27.0
SC36,2023/12/29,14,31.0
SC36,2023/12/29,15,23.0
SC36,2023/12/29,16,16.0
SC36,2023/12/29,17,20.0
SC36,2023/12/29,18,25.0
SC36,2023/12/29,19,0.0
SC36,2023/12/29,20,0.0
SC36,2023/12/29,21,0.0
SC36,2023/12/29,22,0.0
SC36,2023/12/29,23,0.0
SC36,2023/12/30,0,0.0
SC36,2023/12/30,1,0.0
SC36,2023/12/30,2,0.0
SC36,2023/12/30,3,0.0
SC36,2023/12/30,4,0.0
SC36,2023/12/30,5,0.0
SC36,2023/12/30,6,0.0
SC36,2023/12/30,7,0.0
SC36,2023/12/30,8,0.0
SC36,2023/12/30,9,50.0
SC36,2023/12/30,10,83.0
SC36,2023/12/30,11,69.0
SC36,2023/12/30,12,0.0
SC36,2023/12/30,13,27.0
SC36,2023/12/30,14,29.0
SC36,2023/12/30,15,22.0
SC36,2023/12/30,16,15.0
SC36,2023/12/30,17,17.0
SC36,2023/12/30,18,24.0
SC36,2023/12/30,19,1.0
SC36,2023/12/30,20,0.0
SC36,2023/12/30,21,0.0
SC36,2023/12/30,22,0.0
SC36,2023/12/30,23,0.0
SC37,2023/12/01,0,0.0
SC37,2023/12/01,1,0.0
SC37,2023/12/01,2,0.0
SC37,2023/12/01,3,0.0
SC37,2023/12/01,4,0.0
SC37,2023/12/01,5,0.0
SC37,2023/12/01,6,0.0
SC37,2023/12/01,7,0.0
SC37,2023/12/01,8,19.0
SC37,2023/12/01,9,51.0
SC37,2023/12/01,10,51.0
SC37,2023/12/01,11,55.0
SC37,2023/12/01,12,200.0
SC37,2023/12/01,13,62.0
SC37,2023/12/01,14,63.0
SC37,2023/12/01,15,33.0
SC37,2023/12/01,16,273.0
SC37,2023/12/01,17,34.0
SC37,2023/12/01,18,169.0
SC37,2023/12/01,19,108.0
SC37,2023/12/01,20,13.0
SC37,2023/12/01,21,0.0
SC37,2023/12/01,22,163.0
SC37,2023/12/01,23,4.0
SC37,2023/12/02,0,0.0
SC37,2023/12/02,1,0.0
SC37,2023/12/02,2,0.0
SC37,2023/12/02,3,0.0
SC37,2023/12/02,4,0.0
SC37,2023/12/02,5,0.0
SC37,2023/12/02,6,0.0
SC37,2023/12/02,7,0.0
SC37,2023/12/02,8,12.0
SC37,2023/12/02,9,49.0
SC37,2023/12/02,10,50.0
SC37,2023/12/02,11,91.0
SC37,2023/12/02,12,0.0
SC37,2023/12/02,13,111.0
SC37,2023/12/02,14,43.0
SC37,2023/12/02,15,73.0
SC37,2023/12/02,16,0.0
SC37,2023/12/02,17,71.0
SC37,2023/12/02,18,191.0
SC37,2023/12/02,19,9.0
SC37,2023/12/02,20,30.0
SC37,2023/12/02,21,110.0
SC37,2023/12/02,22,59.0
SC37,2023/12/02,23,0.0
SC37,2023/12/03,0,0.0
SC37,2023/12/03,1,0.0
SC37,2023/12/03,2,0.0
SC37,2023/12/03,3,0.0
SC37,2023/12/03,4,0.0
SC37,2023/12/03,5,0.0
SC37,2023/12/03,6,0.0
SC37,2023/12/03,7,0.0
SC37,2023/12/03,8,17.0
SC37,2023/12/03,9,49.0
SC37,2023/12/03,10,51.0
SC37,2023/12/03,11,72.0
SC37,2023/12/03,12,275.0
SC37,2023/12/03,13,52.0
