分拣中心,日期,班次,出勤正式工编号,类型
SC60,2023/12/16,08:00-16:00,61,正式工
SC60,2023/12/17,12:00-20:00,61,正式工
SC60,2023/12/18,12:00-20:00,61,正式工
SC60,2023/12/20,16:00-24:00,61,正式工
SC60,2023/12/21,14:00-22:00,61,正式工
SC60,2023/12/22,08:00-16:00,61,正式工
SC60,2023/12/23,00:00-08:00,61,正式工
SC60,2023/12/24,12:00-20:00,61,正式工
SC60,2023/12/25,14:00-22:00,61,正式工
SC60,2023/12/26,08:00-16:00,61,正式工
SC60,2023/12/28,12:00-20:00,61,正式工
SC60,2023/12/29,08:00-16:00,61,正式工
SC60,2023/12/01,05:00-13:00,62,正式工
SC60,2023/12/02,05:00-13:00,62,正式工
SC60,2023/12/03,16:00-24:00,62,正式工
SC60,2023/12/04,16:00-24:00,62,正式工
SC60,2023/12/06,14:00-22:00,62,正式工
SC60,2023/12/08,12:00-20:00,62,正式工
SC60,2023/12/11,14:00-22:00,62,正式工
SC60,2023/12/12,14:00-22:00,62,正式工
SC60,2023/12/13,14:00-22:00,62,正式工
SC60,2023/12/14,16:00-24:00,62,正式工
SC60,2023/12/15,16:00-24:00,62,正式工
SC60,2023/12/17,05:00-13:00,62,正式工
SC60,2023/12/18,00:00-08:00,62,正式工
SC60,2023/12/19,14:00-22:00,62,正式工
SC60,2023/12/20,16:00-24:00,62,正式工
SC60,2023/12/21,16:00-24:00,62,正式工
SC60,2023/12/23,00:00-08:00,62,正式工
SC60,2023/12/24,08:00-16:00,62,正式工
SC60,2023/12/25,05:00-13:00,62,正式工
SC60,2023/12/26,14:00-22:00,62,正式工
SC60,2023/12/27,16:00-24:00,62,正式工
SC60,2023/12/01,16:00-24:00,63,正式工
SC60,2023/12/02,08:00-16:00,63,正式工
SC60,2023/12/03,05:00-13:00,63,正式工
SC60,2023/12/04,05:00-13:00,63,正式工
SC60,2023/12/05,12:00-20:00,63,正式工
SC60,2023/12/06,08:00-16:00,63,正式工
SC60,2023/12/07,14:00-22:00,63,正式工
SC60,2023/12/09,08:00-16:00,63,正式工
SC60,2023/12/12,00:00-08:00,63,正式工
SC60,2023/12/13,05:00-13:00,63,正式工
SC60,2023/12/14,12:00-20:00,63,正式工
SC60,2023/12/16,14:00-22:00,63,正式工
SC60,2023/12/18,12:00-20:00,63,正式工
SC60,2023/12/19,12:00-20:00,63,正式工
SC60,2023/12/20,12:00-20:00,63,正式工
SC60,2023/12/21,00:00-08:00,63,正式工
SC60,2023/12/22,12:00-20:00,63,正式工
SC60,2023/12/23,00:00-08:00,63,正式工
SC60,2023/12/24,05:00-13:00,63,正式工
SC60,2023/12/26,00:00-08:00,63,正式工
SC60,2023/12/27,16:00-24:00,63,正式工
SC60,2023/12/28,00:00-08:00,63,正式工
SC60,2023/12/29,14:00-22:00,63,正式工
SC60,2023/12/01,12:00-20:00,64,正式工
SC60,2023/12/04,12:00-20:00,64,正式工
SC60,2023/12/06,00:00-08:00,64,正式工
SC60,2023/12/08,00:00-08:00,64,正式工
SC60,2023/12/10,16:00-24:00,64,正式工
SC60,2023/12/12,05:00-13:00,64,正式工
SC60,2023/12/14,12:00-20:00,64,正式工
SC60,2023/12/15,05:00-13:00,64,正式工
SC60,2023/12/17,05:00-13:00,64,正式工
SC60,2023/12/18,12:00-20:00,64,正式工
SC60,2023/12/19,08:00-16:00,64,正式工
SC60,2023/12/26,08:00-16:00,64,正式工
SC60,2023/12/28,12:00-20:00,64,正式工
SC60,2023/12/02,08:00-16:00,65,正式工
SC60,2023/12/04,14:00-22:00,65,正式工
SC60,2023/12/05,08:00-16:00,65,正式工
SC60,2023/12/06,12:00-20:00,65,正式工
SC60,2023/12/07,14:00-22:00,65,正式工
SC60,2023/12/11,05:00-13:00,65,正式工
SC60,2023/12/14,12:00-20:00,65,正式工
SC60,2023/12/17,16:00-24:00,65,正式工
SC60,2023/12/19,12:00-20:00,65,正式工
SC60,2023/12/20,08:00-16:00,65,正式工
SC60,2023/12/22,00:00-08:00,65,正式工
SC60,2023/12/24,00:00-08:00,65,正式工
SC60,2023/12/26,08:00-16:00,65,正式工
SC60,2023/12/28,08:00-16:00,65,正式工
SC60,2023/12/29,14:00-22:00,65,正式工
SC60,2023/12/30,12:00-20:00,65,正式工
SC60,2023/12/02,00:00-08:00,66,正式工
SC60,2023/12/04,00:00-08:00,66,正式工
SC60,2023/12/07,08:00-16:00,66,正式工
SC60,2023/12/11,00:00-08:00,66,正式工
SC60,2023/12/12,00:00-08:00,66,正式工
SC60,2023/12/13,16:00-24:00,66,正式工
SC60,2023/12/14,16:00-24:00,66,正式工
SC60,2023/12/15,08:00-16:00,66,正式工
SC60,2023/12/16,08:00-16:00,66,正式工
SC60,2023/12/17,12:00-20:00,66,正式工
SC60,2023/12/23,12:00-20:00,66,正式工
SC60,2023/12/24,08:00-16:00,66,正式工
SC60,2023/12/27,16:00-24:00,66,正式工
SC60,2023/12/29,08:00-16:00,66,正式工
SC60,2023/12/30,16:00-24:00,66,正式工
SC60,2023/12/02,12:00-20:00,67,正式工
SC60,2023/12/03,16:00-24:00,67,正式工
SC60,2023/12/04,00:00-08:00,67,正式工
SC60,2023/12/05,05:00-13:00,67,正式工
SC60,2023/12/06,14:00-22:00,67,正式工
SC60,2023/12/07,14:00-22:00,67,正式工
SC60,2023/12/08,12:00-20:00,67,正式工
SC60,2023/12/11,05:00-13:00,67,正式工
SC60,2023/12/12,08:00-16:00,67,正式工
SC60,2023/12/13,00:00-08:00,67,正式工
SC60,2023/12/15,12:00-20:00,67,正式工
SC60,2023/12/16,00:00-08:00,67,正式工
SC60,2023/12/19,14:00-22:00,67,正式工
SC60,2023/12/21,08:00-16:00,67,正式工
SC60,2023/12/22,00:00-08:00,67,正式工
SC60,2023/12/23,08:00-16:00,67,正式工
SC60,2023/12/25,12:00-20:00,67,正式工
SC60,2023/12/26,12:00-20:00,67,正式工
SC60,2023/12/27,05:00-13:00,67,正式工
SC60,2023/12/28,14:00-22:00,67,正式工
SC60,2023/12/29,12:00-20:00,67,正式工
SC60,2023/12/02,08:00-16:00,68,正式工
SC60,2023/12/03,16:00-24:00,68,正式工
SC60,2023/12/04,00:00-08:00,68,正式工
SC60,2023/12/05,05:00-13:00,68,正式工
SC60,2023/12/06,05:00-13:00,68,正式工
SC60,2023/12/07,12:00-20:00,68,正式工
SC60,2023/12/08,12:00-20:00,68,正式工
SC60,2023/12/13,00:00-08:00,68,正式工
SC60,2023/12/14,12:00-20:00,68,正式工
SC60,2023/12/15,08:00-16:00,68,正式工
SC60,2023/12/16,05:00-13:00,68,正式工
SC60,2023/12/17,16:00-24:00,68,正式工
SC60,2023/12/18,16:00-24:00,68,正式工
SC60,2023/12/21,16:00-24:00,68,正式工
SC60,2023/12/24,14:00-22:00,68,正式工
SC60,2023/12/26,14:00-22:00,68,正式工
SC60,2023/12/28,12:00-20:00,68,正式工
SC60,2023/12/29,12:00-20:00,68,正式工
SC60,2023/12/30,14:00-22:00,68,正式工
SC60,2023/12/01,00:00-08:00,69,正式工
SC60,2023/12/02,08:00-16:00,69,正式工
SC60,2023/12/05,08:00-16:00,69,正式工
SC60,2023/12/06,12:00-20:00,69,正式工
SC60,2023/12/07,08:00-16:00,69,正式工
SC60,2023/12/09,16:00-24:00,69,正式工
SC60,2023/12/15,12:00-20:00,69,正式工
SC60,2023/12/17,16:00-24:00,69,正式工
SC60,2023/12/19,14:00-22:00,69,正式工
SC60,2023/12/22,05:00-13:00,69,正式工
SC60,2023/12/23,08:00-16:00,69,正式工
SC60,2023/12/25,08:00-16:00,69,正式工
SC60,2023/12/01,00:00-08:00,70,正式工
SC60,2023/12/04,12:00-20:00,70,正式工
SC60,2023/12/06,12:00-20:00,70,正式工
SC60,2023/12/07,08:00-16:00,70,正式工
SC60,2023/12/08,14:00-22:00,70,正式工
SC60,2023/12/11,16:00-24:00,70,正式工
SC60,2023/12/13,00:00-08:00,70,正式工
SC60,2023/12/14,16:00-24:00,70,正式工
SC60,2023/12/15,12:00-20:00,70,正式工
SC60,2023/12/16,16:00-24:00,70,正式工
SC60,2023/12/17,08:00-16:00,70,正式工
SC60,2023/12/18,16:00-24:00,70,正式工
SC60,2023/12/19,14:00-22:00,70,正式工
SC60,2023/12/21,08:00-16:00,70,正式工
SC60,2023/12/22,08:00-16:00,70,正式工
SC60,2023/12/23,05:00-13:00,70,正式工
SC60,2023/12/24,08:00-16:00,70,正式工
SC60,2023/12/25,12:00-20:00,70,正式工
SC60,2023/12/26,12:00-20:00,70,正式工
SC60,2023/12/28,12:00-20:00,70,正式工
SC60,2023/12/29,12:00-20:00,70,正式工
SC60,2023/12/01,05:00-13:00,71,正式工
SC60,2023/12/04,05:00-13:00,71,正式工
SC60,2023/12/06,16:00-24:00,71,正式工
SC60,2023/12/07,16:00-24:00,71,正式工
SC60,2023/12/08,12:00-20:00,71,正式工
SC60,2023/12/10,14:00-22:00,71,正式工
SC60,2023/12/12,05:00-13:00,71,正式工
SC60,2023/12/13,16:00-24:00,71,正式工
SC60,2023/12/14,14:00-22:00,71,正式工
SC60,2023/12/16,08:00-16:00,71,正式工
SC60,2023/12/17,05:00-13:00,71,正式工
SC60,2023/12/18,14:00-22:00,71,正式工
SC60,2023/12/21,05:00-13:00,71,正式工
SC60,2023/12/24,12:00-20:00,71,正式工
SC60,2023/12/25,14:00-22:00,71,正式工
SC60,2023/12/29,05:00-13:00,71,正式工
SC60,2023/12/30,05:00-13:00,71,正式工
SC60,2023/12/01,14:00-22:00,72,正式工
SC60,2023/12/02,16:00-24:00,72,正式工
SC60,2023/12/03,14:00-22:00,72,正式工
SC60,2023/12/10,16:00-24:00,72,正式工
SC60,2023/12/14,08:00-16:00,72,正式工
SC60,2023/12/15,05:00-13:00,72,正式工
SC60,2023/12/17,05:00-13:00,72,正式工
SC60,2023/12/18,00:00-08:00,72,正式工
SC60,2023/12/19,00:00-08:00,72,正式工
SC60,2023/12/20,00:00-08:00,72,正式工
SC60,2023/12/22,05:00-13:00,72,正式工
SC60,2023/12/23,05:00-13:00,72,正式工
SC60,2023/12/24,14:00-22:00,72,正式工
SC60,2023/12/25,12:00-20:00,72,正式工
SC60,2023/12/27,08:00-16:00,72,正式工
SC60,2023/12/29,16:00-24:00,72,正式工
SC60,2023/12/30,12:00-20:00,72,正式工
SC60,2023/12/01,08:00-16:00,73,正式工
SC60,2023/12/02,14:00-22:00,73,正式工
SC60,2023/12/03,16:00-24:00,73,正式工
SC60,2023/12/04,12:00-20:00,73,正式工
SC60,2023/12/05,16:00-24:00,73,正式工
SC60,2023/12/06,14:00-22:00,73,正式工
SC60,2023/12/07,00:00-08:00,73,正式工
SC60,2023/12/09,00:00-08:00,73,正式工
SC60,2023/12/10,14:00-22:00,73,正式工
SC60,2023/12/11,12:00-20:00,73,正式工
SC60,2023/12/12,12:00-20:00,73,正式工
SC60,2023/12/13,12:00-20:00,73,正式工
SC60,2023/12/16,00:00-08:00,73,正式工
SC60,2023/12/18,00:00-08:00,73,正式工
SC60,2023/12/19,12:00-20:00,73,正式工
SC60,2023/12/20,05:00-13:00,73,正式工
SC60,2023/12/21,00:00-08:00,73,正式工
SC60,2023/12/22,14:00-22:00,73,正式工
SC60,2023/12/23,00:00-08:00,73,正式工
SC60,2023/12/26,08:00-16:00,73,正式工
SC60,2023/12/28,16:00-24:00,73,正式工
SC60,2023/12/29,05:00-13:00,73,正式工
SC60,2023/12/01,16:00-24:00,74,正式工
SC60,2023/12/02,16:00-24:00,74,正式工
SC60,2023/12/03,08:00-16:00,74,正式工
SC60,2023/12/04,05:00-13:00,74,正式工
SC60,2023/12/06,12:00-20:00,74,正式工
SC60,2023/12/07,00:00-08:00,74,正式工
SC60,2023/12/08,08:00-16:00,74,正式工
SC60,2023/12/09,14:00-22:00,74,正式工
SC60,2023/12/10,12:00-20:00,74,正式工
SC60,2023/12/11,16:00-24:00,74,正式工
SC60,2023/12/12,00:00-08:00,74,正式工
SC60,2023/12/14,00:00-08:00,74,正式工
SC60,2023/12/15,16:00-24:00,74,正式工
SC60,2023/12/17,16:00-24:00,74,正式工
SC60,2023/12/18,05:00-13:00,74,正式工
SC60,2023/12/19,08:00-16:00,74,正式工
SC60,2023/12/21,08:00-16:00,74,正式工
SC60,2023/12/22,00:00-08:00,74,正式工
SC60,2023/12/23,16:00-24:00,74,正式工
SC60,2023/12/24,05:00-13:00,74,正式工
SC60,2023/12/25,12:00-20:00,74,正式工
SC60,2023/12/27,00:00-08:00,74,正式工
SC60,2023/12/28,16:00-24:00,74,正式工
SC60,2023/12/29,05:00-13:00,74,正式工
SC60,2023/12/01,16:00-24:00,75,正式工
SC60,2023/12/03,16:00-24:00,75,正式工
SC60,2023/12/04,05:00-13:00,75,正式工
SC60,2023/12/09,08:00-16:00,75,正式工
SC60,2023/12/10,08:00-16:00,75,正式工
SC60,2023/12/11,08:00-16:00,75,正式工
SC60,2023/12/12,12:00-20:00,75,正式工
SC60,2023/12/16,16:00-24:00,75,正式工
SC60,2023/12/18,12:00-20:00,75,正式工
SC60,2023/12/19,12:00-20:00,75,正式工
SC60,2023/12/20,14:00-22:00,75,正式工
SC60,2023/12/21,05:00-13:00,75,正式工
SC60,2023/12/23,00:00-08:00,75,正式工
SC60,2023/12/24,14:00-22:00,75,正式工
SC60,2023/12/25,14:00-22:00,75,正式工
SC60,2023/12/27,12:00-20:00,75,正式工
SC60,2023/12/29,00:00-08:00,75,正式工
SC60,2023/12/01,05:00-13:00,76,正式工
SC60,2023/12/04,08:00-16:00,76,正式工
SC60,2023/12/05,05:00-13:00,76,正式工
SC60,2023/12/07,05:00-13:00,76,正式工
SC60,2023/12/09,05:00-13:00,76,正式工
SC60,2023/12/10,12:00-20:00,76,正式工
SC60,2023/12/11,16:00-24:00,76,正式工
SC60,2023/12/15,16:00-24:00,76,正式工
SC60,2023/12/16,00:00-08:00,76,正式工
SC60,2023/12/17,14:00-22:00,76,正式工
SC60,2023/12/20,12:00-20:00,76,正式工
SC60,2023/12/23,00:00-08:00,76,正式工
SC60,2023/12/24,12:00-20:00,76,正式工
SC60,2023/12/26,08:00-16:00,76,正式工
SC60,2023/12/27,16:00-24:00,76,正式工
SC60,2023/12/28,00:00-08:00,76,正式工
SC60,2023/12/29,16:00-24:00,76,正式工
SC60,2023/12/30,12:00-20:00,76,正式工
SC60,2023/12/03,00:00-08:00,77,正式工
SC60,2023/12/05,12:00-20:00,77,正式工
SC60,2023/12/07,05:00-13:00,77,正式工
SC60,2023/12/08,16:00-24:00,77,正式工
SC60,2023/12/09,14:00-22:00,77,正式工
SC60,2023/12/11,00:00-08:00,77,正式工
SC60,2023/12/14,16:00-24:00,77,正式工
SC60,2023/12/17,14:00-22:00,77,正式工
SC60,2023/12/21,14:00-22:00,77,正式工
SC60,2023/12/22,14:00-22:00,77,正式工
SC60,2023/12/24,05:00-13:00,77,正式工
SC60,2023/12/27,05:00-13:00,77,正式工
SC60,2023/12/28,08:00-16:00,77,正式工
SC60,2023/12/29,12:00-20:00,77,正式工
SC60,2023/12/01,05:00-13:00,78,正式工
SC60,2023/12/02,08:00-16:00,78,正式工
SC60,2023/12/04,00:00-08:00,78,正式工
SC60,2023/12/05,14:00-22:00,78,正式工
SC60,2023/12/06,14:00-22:00,78,正式工
SC60,2023/12/07,16:00-24:00,78,正式工
SC60,2023/12/08,12:00-20:00,78,正式工
SC60,2023/12/11,14:00-22:00,78,正式工
SC60,2023/12/13,05:00-13:00,78,正式工
SC60,2023/12/16,08:00-16:00,78,正式工
SC60,2023/12/17,08:00-16:00,78,正式工
SC60,2023/12/20,12:00-20:00,78,正式工
SC60,2023/12/21,05:00-13:00,78,正式工
SC60,2023/12/23,12:00-20:00,78,正式工
SC60,2023/12/24,00:00-08:00,78,正式工
SC60,2023/12/28,12:00-20:00,78,正式工
SC60,2023/12/29,14:00-22:00,78,正式工
SC60,2023/12/02,16:00-24:00,79,正式工
SC60,2023/12/03,16:00-24:00,79,正式工
SC60,2023/12/04,12:00-20:00,79,正式工
SC60,2023/12/07,00:00-08:00,79,正式工
SC60,2023/12/09,12:00-20:00,79,正式工
SC60,2023/12/11,08:00-16:00,79,正式工
SC60,2023/12/12,08:00-16:00,79,正式工
SC60,2023/12/15,14:00-22:00,79,正式工
SC60,2023/12/16,16:00-24:00,79,正式工
SC60,2023/12/23,12:00-20:00,79,正式工
SC60,2023/12/25,12:00-20:00,79,正式工
SC60,2023/12/26,00:00-08:00,79,正式工
SC60,2023/12/27,12:00-20:00,79,正式工
SC60,2023/12/02,16:00-24:00,80,正式工
SC60,2023/12/04,05:00-13:00,80,正式工
SC60,2023/12/05,00:00-08:00,80,正式工
SC60,2023/12/06,16:00-24:00,80,正式工
SC60,2023/12/11,14:00-22:00,80,正式工
SC60,2023/12/13,12:00-20:00,80,正式工
SC60,2023/12/14,16:00-24:00,80,正式工
SC60,2023/12/15,05:00-13:00,80,正式工
SC60,2023/12/21,12:00-20:00,80,正式工
SC60,2023/12/24,14:00-22:00,80,正式工
SC60,2023/12/26,05:00-13:00,80,正式工
SC60,2023/12/27,00:00-08:00,80,正式工
SC60,2023/12/28,05:00-13:00,80,正式工
SC60,2023/12/29,05:00-13:00,80,正式工
SC60,2023/12/02,16:00-24:00,81,正式工
SC60,2023/12/03,14:00-22:00,81,正式工
SC60,2023/12/05,14:00-22:00,81,正式工
SC60,2023/12/06,14:00-22:00,81,正式工
SC60,2023/12/07,08:00-16:00,81,正式工
SC60,2023/12/08,12:00-20:00,81,正式工
SC60,2023/12/09,12:00-20:00,81,正式工
SC60,2023/12/11,12:00-20:00,81,正式工
SC60,2023/12/12,05:00-13:00,81,正式工
SC60,2023/12/13,05:00-13:00,81,正式工
SC60,2023/12/14,08:00-16:00,81,正式工
SC60,2023/12/15,12:00-20:00,81,正式工
SC60,2023/12/16,12:00-20:00,81,正式工
SC60,2023/12/18,08:00-16:00,81,正式工
SC60,2023/12/19,05:00-13:00,81,正式工
SC60,2023/12/20,16:00-24:00,81,正式工
SC60,2023/12/21,16:00-24:00,81,正式工
SC60,2023/12/22,05:00-13:00,81,正式工
SC60,2023/12/23,05:00-13:00,81,正式工
SC60,2023/12/24,14:00-22:00,81,正式工
SC60,2023/12/26,08:00-16:00,81,正式工
SC60,2023/12/27,08:00-16:00,81,正式工
SC60,2023/12/28,05:00-13:00,81,正式工
SC60,2023/12/29,00:00-08:00,81,正式工
SC60,2023/12/04,12:00-20:00,82,正式工
SC60,2023/12/05,12:00-20:00,82,正式工
SC60,2023/12/08,16:00-24:00,82,正式工
SC60,2023/12/10,12:00-20:00,82,正式工
SC60,2023/12/12,14:00-22:00,82,正式工
SC60,2023/12/14,05:00-13:00,82,正式工
SC60,2023/12/15,05:00-13:00,82,正式工
SC60,2023/12/16,00:00-08:00,82,正式工
SC60,2023/12/19,00:00-08:00,82,正式工
SC60,2023/12/25,08:00-16:00,82,正式工
SC60,2023/12/26,08:00-16:00,82,正式工
SC60,2023/12/27,05:00-13:00,82,正式工
SC60,2023/12/28,00:00-08:00,82,正式工
SC60,2023/12/29,00:00-08:00,82,正式工
SC60,2023/12/30,00:00-08:00,82,正式工
SC60,2023/12/01,05:00-13:00,83,正式工
SC60,2023/12/04,12:00-20:00,83,正式工
SC60,2023/12/05,00:00-08:00,83,正式工
SC60,2023/12/06,14:00-22:00,83,正式工
SC60,2023/12/07,12:00-20:00,83,正式工
SC60,2023/12/09,16:00-24:00,83,正式工
SC60,2023/12/10,16:00-24:00,83,正式工
SC60,2023/12/11,12:00-20:00,83,正式工
SC60,2023/12/12,05:00-13:00,83,正式工
SC60,2023/12/13,00:00-08:00,83,正式工
SC60,2023/12/14,05:00-13:00,83,正式工
SC60,2023/12/15,12:00-20:00,83,正式工
SC60,2023/12/17,00:00-08:00,83,正式工
SC60,2023/12/18,08:00-16:00,83,正式工
SC60,2023/12/19,16:00-24:00,83,正式工
SC60,2023/12/20,14:00-22:00,83,正式工
SC60,2023/12/21,00:00-08:00,83,正式工
SC60,2023/12/22,16:00-24:00,83,正式工
SC60,2023/12/23,05:00-13:00,83,正式工
SC60,2023/12/25,14:00-22:00,83,正式工
SC60,2023/12/26,08:00-16:00,83,正式工
SC60,2023/12/28,16:00-24:00,83,正式工
SC60,2023/12/30,08:00-16:00,83,正式工
SC60,2023/12/01,05:00-13:00,84,正式工
SC60,2023/12/05,14:00-22:00,84,正式工
SC60,2023/12/06,14:00-22:00,84,正式工
SC60,2023/12/08,14:00-22:00,84,正式工
SC60,2023/12/12,08:00-16:00,84,正式工
SC60,2023/12/14,16:00-24:00,84,正式工
SC60,2023/12/15,05:00-13:00,84,正式工
SC60,2023/12/17,14:00-22:00,84,正式工
SC60,2023/12/18,08:00-16:00,84,正式工
SC60,2023/12/20,05:00-13:00,84,正式工
SC60,2023/12/21,14:00-22:00,84,正式工
SC60,2023/12/22,00:00-08:00,84,正式工
SC60,2023/12/25,12:00-20:00,84,正式工
SC60,2023/12/27,05:00-13:00,84,正式工
SC60,2023/12/29,05:00-13:00,84,正式工
SC60,2023/12/30,08:00-16:00,84,正式工
SC60,2023/12/01,12:00-20:00,85,正式工
SC60,2023/12/02,05:00-13:00,85,正式工
SC60,2023/12/03,08:00-16:00,85,正式工
SC60,2023/12/05,05:00-13:00,85,正式工
SC60,2023/12/07,00:00-08:00,85,正式工
SC60,2023/12/09,00:00-08:00,85,正式工
SC60,2023/12/10,12:00-20:00,85,正式工
SC60,2023/12/11,05:00-13:00,85,正式工
SC60,2023/12/13,05:00-13:00,85,正式工
SC60,2023/12/14,00:00-08:00,85,正式工
SC60,2023/12/15,14:00-22:00,85,正式工
SC60,2023/12/16,12:00-20:00,85,正式工
SC60,2023/12/17,14:00-22:00,85,正式工
SC60,2023/12/18,14:00-22:00,85,正式工
SC60,2023/12/19,00:00-08:00,85,正式工
SC60,2023/12/21,16:00-24:00,85,正式工
SC60,2023/12/24,05:00-13:00,85,正式工
SC60,2023/12/25,00:00-08:00,85,正式工
SC60,2023/12/26,08:00-16:00,85,正式工
SC60,2023/12/27,05:00-13:00,85,正式工
SC60,2023/12/28,12:00-20:00,85,正式工
SC60,2023/12/30,14:00-22:00,85,正式工
SC60,2023/12/01,14:00-22:00,86,正式工
SC60,2023/12/02,16:00-24:00,86,正式工
SC60,2023/12/03,14:00-22:00,86,正式工
SC60,2023/12/04,08:00-16:00,86,正式工
SC60,2023/12/05,16:00-24:00,86,正式工
SC60,2023/12/06,08:00-16:00,86,正式工
SC60,2023/12/07,08:00-16:00,86,正式工
SC60,2023/12/09,08:00-16:00,86,正式工
SC60,2023/12/10,16:00-24:00,86,正式工
SC60,2023/12/13,16:00-24:00,86,正式工
SC60,2023/12/14,08:00-16:00,86,正式工
SC60,2023/12/15,00:00-08:00,86,正式工
SC60,2023/12/16,14:00-22:00,86,正式工
SC60,2023/12/17,12:00-20:00,86,正式工
SC60,2023/12/18,08:00-16:00,86,正式工
SC60,2023/12/19,00:00-08:00,86,正式工
SC60,2023/12/24,14:00-22:00,86,正式工
SC60,2023/12/25,14:00-22:00,86,正式工
SC60,2023/12/26,12:00-20:00,86,正式工
SC60,2023/12/28,05:00-13:00,86,正式工
SC60,2023/12/29,05:00-13:00,86,正式工
SC60,2023/12/01,12:00-20:00,87,正式工
SC60,2023/12/03,08:00-16:00,87,正式工
SC60,2023/12/04,16:00-24:00,87,正式工
SC60,2023/12/05,12:00-20:00,87,正式工
SC60,2023/12/06,00:00-08:00,87,正式工
SC60,2023/12/08,08:00-16:00,87,正式工
SC60,2023/12/09,05:00-13:00,87,正式工
SC60,2023/12/10,16:00-24:00,87,正式工
SC60,2023/12/11,05:00-13:00,87,正式工
SC60,2023/12/12,08:00-16:00,87,正式工
SC60,2023/12/14,00:00-08:00,87,正式工
SC60,2023/12/16,08:00-16:00,87,正式工
SC60,2023/12/17,16:00-24:00,87,正式工
SC60,2023/12/18,14:00-22:00,87,正式工
SC60,2023/12/19,16:00-24:00,87,正式工
SC60,2023/12/21,05:00-13:00,87,正式工
SC60,2023/12/22,12:00-20:00,87,正式工
SC60,2023/12/23,05:00-13:00,87,正式工
SC60,2023/12/24,14:00-22:00,87,正式工
SC60,2023/12/25,14:00-22:00,87,正式工
SC60,2023/12/26,05:00-13:00,87,正式工
SC60,2023/12/28,14:00-22:00,87,正式工
SC60,2023/12/01,08:00-16:00,88,正式工
SC60,2023/12/02,00:00-08:00,88,正式工
SC60,2023/12/03,00:00-08:00,88,正式工
SC60,2023/12/04,08:00-16:00,88,正式工
SC60,2023/12/05,14:00-22:00,88,正式工
SC60,2023/12/07,08:00-16:00,88,正式工
SC60,2023/12/08,05:00-13:00,88,正式工
SC60,2023/12/10,08:00-16:00,88,正式工
SC60,2023/12/13,00:00-08:00,88,正式工
SC60,2023/12/14,16:00-24:00,88,正式工
SC60,2023/12/15,05:00-13:00,88,正式工
SC60,2023/12/17,14:00-22:00,88,正式工
SC60,2023/12/18,14:00-22:00,88,正式工
SC60,2023/12/19,08:00-16:00,88,正式工
SC60,2023/12/20,16:00-24:00,88,正式工
SC60,2023/12/21,05:00-13:00,88,正式工
SC60,2023/12/24,05:00-13:00,88,正式工
SC60,2023/12/25,08:00-16:00,88,正式工
SC60,2023/12/27,08:00-16:00,88,正式工
SC60,2023/12/29,08:00-16:00,88,正式工
SC60,2023/12/30,16:00-24:00,88,正式工
SC60,2023/12/01,14:00-22:00,89,正式工
SC60,2023/12/02,12:00-20:00,89,正式工
SC60,2023/12/04,08:00-16:00,89,正式工
SC60,2023/12/05,12:00-20:00,89,正式工
SC60,2023/12/07,14:00-22:00,89,正式工
SC60,2023/12/09,16:00-24:00,89,正式工
SC60,2023/12/10,05:00-13:00,89,正式工
SC60,2023/12/11,00:00-08:00,89,正式工
SC60,2023/12/13,08:00-16:00,89,正式工
SC60,2023/12/14,05:00-13:00,89,正式工
SC60,2023/12/15,12:00-20:00,89,正式工
SC60,2023/12/16,00:00-08:00,89,正式工
SC60,2023/12/18,12:00-20:00,89,正式工
SC60,2023/12/19,14:00-22:00,89,正式工
SC60,2023/12/20,08:00-16:00,89,正式工
SC60,2023/12/21,00:00-08:00,89,正式工
SC60,2023/12/23,08:00-16:00,89,正式工
SC60,2023/12/24,05:00-13:00,89,正式工
SC60,2023/12/25,14:00-22:00,89,正式工
SC60,2023/12/26,08:00-16:00,89,正式工
SC60,2023/12/27,00:00-08:00,89,正式工
SC60,2023/12/28,12:00-20:00,89,正式工
SC60,2023/12/30,16:00-24:00,89,正式工
SC60,2023/12/02,08:00-16:00,90,正式工
SC60,2023/12/03,12:00-20:00,90,正式工
SC60,2023/12/05,16:00-24:00,90,正式工
SC60,2023/12/06,05:00-13:00,90,正式工
SC60,2023/12/08,00:00-08:00,90,正式工
SC60,2023/12/10,16:00-24:00,90,正式工
SC60,2023/12/13,12:00-20:00,90,正式工
SC60,2023/12/16,16:00-24:00,90,正式工
SC60,2023/12/17,16:00-24:00,90,正式工
SC60,2023/12/19,05:00-13:00,90,正式工
SC60,2023/12/20,00:00-08:00,90,正式工
SC60,2023/12/21,08:00-16:00,90,正式工
SC60,2023/12/26,05:00-13:00,90,正式工
SC60,2023/12/27,14:00-22:00,90,正式工
SC60,2023/12/28,05:00-13:00,90,正式工
SC60,2023/12/30,05:00-13:00,90,正式工
SC60,2023/12/01,14:00-22:00,91,正式工
SC60,2023/12/02,05:00-13:00,91,正式工
SC60,2023/12/03,16:00-24:00,91,正式工
SC60,2023/12/04,12:00-20:00,91,正式工
SC60,2023/12/05,12:00-20:00,91,正式工
SC60,2023/12/07,00:00-08:00,91,正式工
SC60,2023/12/09,00:00-08:00,91,正式工
SC60,2023/12/11,14:00-22:00,91,正式工
SC60,2023/12/12,08:00-16:00,91,正式工
SC60,2023/12/13,00:00-08:00,91,正式工
