分拣中心,日期,班次,正式工人数,临时工人数,班次货量
SC36,2023/12/21,05:00-13:00,2,0,228.0
SC36,2023/12/21,08:00-16:00,2,0,328.0
SC36,2023/12/21,12:00-20:00,1,0,180.0
SC36,2023/12/21,14:00-22:00,1,0,149.0
SC36,2023/12/21,16:00-24:00,1,0,80.0
SC36,2023/12/22,00:00-08:00,0,0,0.0
SC36,2023/12/22,05:00-13:00,2,0,221.0
SC36,2023/12/22,08:00-16:00,2,0,328.0
SC36,2023/12/22,12:00-20:00,1,0,179.0
SC36,2023/12/22,14:00-22:00,1,0,138.0
SC36,2023/12/22,16:00-24:00,1,0,72.0
SC36,2023/12/23,00:00-08:00,0,0,0.0
SC36,2023/12/23,05:00-13:00,2,0,210.0
SC36,2023/12/23,08:00-16:00,2,0,327.0
SC36,2023/12/23,12:00-20:00,1,0,180.0
SC36,2023/12/23,14:00-22:00,1,0,132.0
SC36,2023/12/23,16:00-24:00,1,0,64.0
SC36,2023/12/24,00:00-08:00,0,0,0.0
SC36,2023/12/24,05:00-13:00,1,0,199.0
SC36,2023/12/24,08:00-16:00,2,0,303.0
SC36,2023/12/24,12:00-20:00,1,0,174.0
SC36,2023/12/24,14:00-22:00,1,0,134.0
SC36,2023/12/24,16:00-24:00,1,0,71.0
SC36,2023/12/25,00:00-08:00,0,0,0.0
SC36,2023/12/25,05:00-13:00,1,0,192.0
SC36,2023/12/25,08:00-16:00,2,0,269.0
SC36,2023/12/25,12:00-20:00,1,0,149.0
SC36,2023/12/25,14:00-22:00,1,0,132.0
SC36,2023/12/25,16:00-24:00,1,0,72.0
SC36,2023/12/26,00:00-08:00,0,0,0.0
SC36,2023/12/26,05:00-13:00,1,0,190.0
SC36,2023/12/26,08:00-16:00,2,0,266.0
SC36,2023/12/26,12:00-20:00,1,0,140.0
SC36,2023/12/26,14:00-22:00,1,0,119.0
SC36,2023/12/26,16:00-24:00,1,0,63.0
SC36,2023/12/27,00:00-08:00,0,0,0.0
SC36,2023/12/27,05:00-13:00,1,0,192.0
SC36,2023/12/27,08:00-16:00,2,0,283.0
SC36,2023/12/27,12:00-20:00,1,0,155.0
SC36,2023/12/27,14:00-22:00,1,0,121.0
SC36,2023/12/27,16:00-24:00,1,0,64.0
SC36,2023/12/28,00:00-08:00,0,0,0.0
SC36,2023/12/28,05:00-13:00,1,0,196.0
SC36,2023/12/28,08:00-16:00,2,0,279.0
SC36,2023/12/28,12:00-20:00,1,0,150.0
SC36,2023/12/28,14:00-22:00,1,0,121.0
SC36,2023/12/28,16:00-24:00,1,0,67.0
SC36,2023/12/29,00:00-08:00,0,0,0.0
SC36,2023/12/29,05:00-13:00,2,0,200.0
SC36,2023/12/29,08:00-16:00,2,0,282.0
SC36,2023/12/29,12:00-20:00,1,0,143.0
SC36,2023/12/29,14:00-22:00,1,0,117.0
SC36,2023/12/29,16:00-24:00,1,0,62.0
SC36,2023/12/30,00:00-08:00,0,0,0.0
SC36,2023/12/30,05:00-13:00,2,0,202.0
SC36,2023/12/30,08:00-16:00,2,0,280.0
SC36,2023/12/30,12:00-20:00,1,0,136.0
SC36,2023/12/30,14:00-22:00,1,0,109.0
SC36,2023/12/30,16:00-24:00,1,0,57.0
SC37,2023/12/01,00:00-08:00,0,0,0.0
SC37,2023/12/01,05:00-13:00,2,0,375.0
SC37,2023/12/01,08:00-16:00,3,0,533.0
SC37,2023/12/01,12:00-20:00,5,0,942.0
SC37,2023/12/01,14:00-22:00,4,0,694.0
SC37,2023/12/01,16:00-24:00,4,0,765.0
SC37,2023/12/02,00:00-08:00,0,0,0.0
SC37,2023/12/02,05:00-13:00,2,0,201.0
SC37,2023/12/02,08:00-16:00,3,0,428.0
SC37,2023/12/02,12:00-20:00,3,0,498.0
SC37,2023/12/02,14:00-22:00,3,0,527.0
SC37,2023/12/02,16:00-24:00,3,0,469.0
SC37,2023/12/03,00:00-08:00,0,0,0.0
SC37,2023/12/03,05:00-13:00,3,0,463.0
SC37,2023/12/03,08:00-16:00,3,0,542.0
SC37,2023/12/03,12:00-20:00,5,0,938.0
SC37,2023/12/03,14:00-22:00,4,0,791.0
SC37,2023/12/03,16:00-24:00,5,0,803.0
SC37,2023/12/04,00:00-08:00,1,0,0.0
SC37,2023/12/04,05:00-13:00,1,0,176.0
SC37,2023/12/04,08:00-16:00,2,0,332.0
SC37,2023/12/04,12:00-20:00,5,0,867.0
SC37,2023/12/04,14:00-22:00,4,0,752.0
SC37,2023/12/04,16:00-24:00,4,0,793.0
SC37,2023/12/05,00:00-08:00,0,0,0.0
SC37,2023/12/05,05:00-13:00,2,0,256.0
SC37,2023/12/05,08:00-16:00,3,0,483.0
SC37,2023/12/05,12:00-20:00,4,0,634.0
SC37,2023/12/05,14:00-22:00,4,0,601.0
SC37,2023/12/05,16:00-24:00,5,0,809.0
SC37,2023/12/06,00:00-08:00,1,0,0.0
SC37,2023/12/06,05:00-13:00,2,0,325.0
SC37,2023/12/06,08:00-16:00,3,0,494.0
SC37,2023/12/06,12:00-20:00,4,0,649.0
SC37,2023/12/06,14:00-22:00,5,0,828.0
SC37,2023/12/06,16:00-24:00,4,0,751.0
SC37,2023/12/07,00:00-08:00,0,0,0.0
SC37,2023/12/07,05:00-13:00,1,0,132.0
SC37,2023/12/07,08:00-16:00,2,0,360.0
SC37,2023/12/07,12:00-20:00,4,0,633.0
SC37,2023/12/07,14:00-22:00,3,0,541.0
SC37,2023/12/07,16:00-24:00,3,0,455.0
SC37,2023/12/08,00:00-08:00,1,0,21.0
SC37,2023/12/08,05:00-13:00,2,0,290.0
SC37,2023/12/08,08:00-16:00,2,0,364.0
SC37,2023/12/08,12:00-20:00,3,0,442.0
SC37,2023/12/08,14:00-22:00,2,0,291.0
SC37,2023/12/08,16:00-24:00,3,0,582.0
SC37,2023/12/09,00:00-08:00,1,0,0.0
SC37,2023/12/09,05:00-13:00,2,0,361.0
SC37,2023/12/09,08:00-16:00,3,0,503.0
SC37,2023/12/09,12:00-20:00,5,0,808.0
SC37,2023/12/09,14:00-22:00,6,0,1072.0
SC37,2023/12/09,16:00-24:00,6,0,1017.0
SC37,2023/12/10,00:00-08:00,0,0,0.0
SC37,2023/12/10,05:00-13:00,1,0,196.0
SC37,2023/12/10,08:00-16:00,2,0,366.0
SC37,2023/12/10,12:00-20:00,3,0,571.0
SC37,2023/12/10,14:00-22:00,4,0,798.0
SC37,2023/12/10,16:00-24:00,4,0,710.0
SC37,2023/12/11,00:00-08:00,1,0,0.0
SC37,2023/12/11,05:00-13:00,4,0,630.0
SC37,2023/12/11,08:00-16:00,4,0,764.0
SC37,2023/12/11,12:00-20:00,7,0,1262.0
SC37,2023/12/11,14:00-22:00,4,0,749.0
SC37,2023/12/11,16:00-24:00,6,0,1024.0
SC37,2023/12/12,00:00-08:00,0,0,0.0
SC37,2023/12/12,05:00-13:00,2,0,209.0
SC37,2023/12/12,08:00-16:00,3,0,427.0
SC37,2023/12/12,12:00-20:00,5,0,886.0
SC37,2023/12/12,14:00-22:00,5,0,927.0
SC37,2023/12/12,16:00-24:00,5,0,811.0
SC37,2023/12/13,00:00-08:00,1,0,0.0
SC37,2023/12/13,05:00-13:00,3,0,491.0
SC37,2023/12/13,08:00-16:00,3,0,588.0
SC37,2023/12/13,12:00-20:00,5,0,896.0
SC37,2023/12/13,14:00-22:00,7,0,1326.0
SC37,2023/12/13,16:00-24:00,7,0,1362.0
SC37,2023/12/14,00:00-08:00,1,0,0.0
SC37,2023/12/14,05:00-13:00,2,0,395.0
SC37,2023/12/14,08:00-16:00,3,0,554.0
SC37,2023/12/14,12:00-20:00,6,0,1126.0
SC37,2023/12/14,14:00-22:00,5,0,855.0
SC37,2023/12/14,16:00-24:00,6,0,1046.0
SC37,2023/12/15,00:00-08:00,1,0,0.0
SC37,2023/12/15,05:00-13:00,1,0,183.0
SC37,2023/12/15,08:00-16:00,2,0,328.0
SC37,2023/12/15,12:00-20:00,4,0,636.0
SC37,2023/12/15,14:00-22:00,3,0,577.0
SC37,2023/12/15,16:00-24:00,4,0,740.0
SC37,2023/12/16,00:00-08:00,1,0,0.0
SC37,2023/12/16,05:00-13:00,3,0,511.0
SC37,2023/12/16,08:00-16:00,4,0,630.0
SC37,2023/12/16,12:00-20:00,5,0,847.0
SC37,2023/12/16,14:00-22:00,8,0,1574.0
SC37,2023/12/16,16:00-24:00,8,0,1525.0
SC37,2023/12/17,00:00-08:00,1,0,3.0
SC37,2023/12/17,05:00-13:00,2,0,278.0
SC37,2023/12/17,08:00-16:00,3,0,465.0
SC37,2023/12/17,12:00-20:00,5,0,945.0
SC37,2023/12/17,14:00-22:00,6,0,1115.0
SC37,2023/12/17,16:00-24:00,7,0,1206.0
SC37,2023/12/18,00:00-08:00,1,0,0.0
SC37,2023/12/18,05:00-13:00,1,0,153.0
SC37,2023/12/18,08:00-16:00,2,0,242.0
SC37,2023/12/18,12:00-20:00,2,0,331.0
SC37,2023/12/18,14:00-22:00,2,0,285.0
SC37,2023/12/18,16:00-24:00,3,0,589.0
SC37,2023/12/19,00:00-08:00,1,0,0.0
SC37,2023/12/19,05:00-13:00,5,0,816.0
SC37,2023/12/19,08:00-16:00,5,0,978.0
SC37,2023/12/19,12:00-20:00,9,0,1658.0
SC37,2023/12/19,14:00-22:00,9,0,1643.0
SC37,2023/12/19,16:00-24:00,8,0,1578.0
SC37,2023/12/20,00:00-08:00,1,0,0.0
SC37,2023/12/20,05:00-13:00,1,0,166.0
SC37,2023/12/20,08:00-16:00,2,0,292.0
SC37,2023/12/20,12:00-20:00,4,0,651.0
SC37,2023/12/20,14:00-22:00,11,0,2167.0
SC37,2023/12/20,16:00-24:00,11,0,2200.0
SC37,2023/12/21,00:00-08:00,1,0,0.0
SC37,2023/12/21,05:00-13:00,5,0,834.0
SC37,2023/12/21,08:00-16:00,5,0,959.0
SC37,2023/12/21,12:00-20:00,6,0,1155.0
SC37,2023/12/21,14:00-22:00,3,0,431.0
SC37,2023/12/21,16:00-24:00,5,0,872.0
SC37,2023/12/22,00:00-08:00,1,0,0.0
SC37,2023/12/22,05:00-13:00,2,0,239.0
SC37,2023/12/22,08:00-16:00,3,0,406.0
SC37,2023/12/22,12:00-20:00,8,0,1480.0
SC37,2023/12/22,14:00-22:00,7,0,1367.0
SC37,2023/12/22,16:00-24:00,7,0,1284.0
SC37,2023/12/23,00:00-08:00,1,0,0.0
SC37,2023/12/23,05:00-13:00,2,0,205.0
SC37,2023/12/23,08:00-16:00,2,0,295.0
SC37,2023/12/23,12:00-20:00,4,0,652.0
SC37,2023/12/23,14:00-22:00,16,0,3135.0
SC37,2023/12/23,16:00-24:00,16,0,3190.0
SC37,2023/12/24,00:00-08:00,1,0,0.0
SC37,2023/12/24,05:00-13:00,5,0,840.0
SC37,2023/12/24,08:00-16:00,5,0,996.0
SC37,2023/12/24,12:00-20:00,7,0,1293.0
SC37,2023/12/24,14:00-22:00,4,0,622.0
SC37,2023/12/24,16:00-24:00,6,0,1051.0
SC37,2023/12/25,00:00-08:00,1,0,0.0
SC37,2023/12/25,05:00-13:00,2,0,210.0
SC37,2023/12/25,08:00-16:00,2,0,315.0
SC37,2023/12/25,12:00-20:00,7,0,1292.0
SC37,2023/12/25,14:00-22:00,7,0,1228.0
SC37,2023/12/25,16:00-24:00,7,0,1243.0
SC37,2023/12/26,00:00-08:00,1,0,1.0
SC37,2023/12/26,05:00-13:00,3,0,410.0
SC37,2023/12/26,08:00-16:00,3,0,537.0
SC37,2023/12/26,12:00-20:00,5,0,834.0
SC37,2023/12/26,14:00-22:00,13,0,2537.0
SC37,2023/12/26,16:00-24:00,13,0,2484.0
SC37,2023/12/27,00:00-08:00,1,0,0.0
SC37,2023/12/27,05:00-13:00,5,0,999.0
SC37,2023/12/27,08:00-16:00,6,0,1143.0
SC37,2023/12/27,12:00-20:00,10,0,1987.0
SC37,2023/12/27,14:00-22:00,21,0,4161.0
SC37,2023/12/27,16:00-24:00,23,0,4596.0
SC37,2023/12/28,00:00-08:00,1,0,0.0
SC37,2023/12/28,05:00-13:00,1,0,180.0
SC37,2023/12/28,08:00-16:00,2,0,274.0
SC37,2023/12/28,12:00-20:00,3,0,471.0
SC37,2023/12/28,14:00-22:00,3,0,411.0
SC37,2023/12/28,16:00-24:00,3,0,592.0
SC37,2023/12/29,00:00-08:00,1,0,0.0
SC37,2023/12/29,05:00-13:00,8,0,1523.0
SC37,2023/12/29,08:00-16:00,9,0,1674.0
SC37,2023/12/29,12:00-20:00,10,0,1883.0
SC37,2023/12/29,14:00-22:00,3,0,461.0
SC37,2023/12/29,16:00-24:00,3,0,420.0
SC37,2023/12/30,00:00-08:00,1,0,0.0
SC37,2023/12/30,05:00-13:00,1,0,168.0
SC37,2023/12/30,08:00-16:00,2,0,259.0
SC37,2023/12/30,12:00-20:00,9,0,1741.0
SC37,2023/12/30,14:00-22:00,38,0,7585.0
SC37,2023/12/30,16:00-24:00,40,0,7945.0
SC38,2023/12/01,00:00-08:00,3,0,400.0
SC38,2023/12/01,05:00-13:00,6,0,1079.0
SC38,2023/12/01,08:00-16:00,8,0,1435.0
SC38,2023/12/01,12:00-20:00,7,0,1274.0
SC38,2023/12/01,14:00-22:00,7,0,1397.0
SC38,2023/12/01,16:00-24:00,8,0,1530.0
SC38,2023/12/02,00:00-08:00,3,0,414.0
SC38,2023/12/02,05:00-13:00,6,0,1097.0
SC38,2023/12/02,08:00-16:00,7,0,1398.0
SC38,2023/12/02,12:00-20:00,7,0,1299.0
SC38,2023/12/02,14:00-22:00,7,0,1252.0
SC38,2023/12/02,16:00-24:00,7,0,1388.0
SC38,2023/12/03,00:00-08:00,3,0,454.0
SC38,2023/12/03,05:00-13:00,6,0,1059.0
SC38,2023/12/03,08:00-16:00,7,0,1272.0
SC38,2023/12/03,12:00-20:00,6,0,1187.0
SC38,2023/12/03,14:00-22:00,7,0,1239.0
SC38,2023/12/03,16:00-24:00,7,0,1375.0
SC38,2023/12/04,00:00-08:00,3,0,436.0
SC38,2023/12/04,05:00-13:00,6,0,1053.0
SC38,2023/12/04,08:00-16:00,7,0,1393.0
SC38,2023/12/04,12:00-20:00,7,0,1239.0
SC38,2023/12/04,14:00-22:00,6,0,1200.0
SC38,2023/12/04,16:00-24:00,7,0,1263.0
SC38,2023/12/05,00:00-08:00,3,0,449.0
SC38,2023/12/05,05:00-13:00,5,0,961.0
SC38,2023/12/05,08:00-16:00,7,0,1272.0
SC38,2023/12/05,12:00-20:00,7,0,1214.0
SC38,2023/12/05,14:00-22:00,6,0,1168.0
SC38,2023/12/05,16:00-24:00,7,0,1240.0
SC38,2023/12/06,00:00-08:00,3,0,458.0
SC38,2023/12/06,05:00-13:00,5,0,939.0
SC38,2023/12/06,08:00-16:00,7,0,1217.0
SC38,2023/12/06,12:00-20:00,6,0,1135.0
SC38,2023/12/06,14:00-22:00,6,0,1119.0
SC38,2023/12/06,16:00-24:00,6,0,1170.0
SC38,2023/12/07,00:00-08:00,3,0,442.0
SC38,2023/12/07,05:00-13:00,5,0,867.0
SC38,2023/12/07,08:00-16:00,6,0,1176.0
SC38,2023/12/07,12:00-20:00,6,0,1173.0
SC38,2023/12/07,14:00-22:00,6,0,1129.0
SC38,2023/12/07,16:00-24:00,6,0,1185.0
SC38,2023/12/08,00:00-08:00,3,0,498.0
SC38,2023/12/08,05:00-13:00,5,0,982.0
SC38,2023/12/08,08:00-16:00,7,0,1266.0
SC38,2023/12/08,12:00-20:00,6,0,1069.0
SC38,2023/12/08,14:00-22:00,6,0,1083.0
SC38,2023/12/08,16:00-24:00,6,0,1140.0
SC38,2023/12/09,00:00-08:00,3,0,423.0
SC38,2023/12/09,05:00-13:00,5,0,968.0
SC38,2023/12/09,08:00-16:00,7,0,1255.0
SC38,2023/12/09,12:00-20:00,6,0,1148.0
SC38,2023/12/09,14:00-22:00,6,0,1083.0
SC38,2023/12/09,16:00-24:00,6,0,1157.0
SC38,2023/12/10,00:00-08:00,3,0,401.0
SC38,2023/12/10,05:00-13:00,5,0,921.0
SC38,2023/12/10,08:00-16:00,6,0,1187.0
SC38,2023/12/10,12:00-20:00,6,0,1099.0
SC38,2023/12/10,14:00-22:00,6,0,1036.0
SC38,2023/12/10,16:00-24:00,6,0,1090.0
SC38,2023/12/11,00:00-08:00,3,0,435.0
SC38,2023/12/11,05:00-13:00,5,0,967.0
SC38,2023/12/11,08:00-16:00,7,0,1206.0
SC38,2023/12/11,12:00-20:00,6,0,1052.0
SC38,2023/12/11,14:00-22:00,5,0,960.0
SC38,2023/12/11,16:00-24:00,6,0,1020.0
SC38,2023/12/12,00:00-08:00,3,0,428.0
SC38,2023/12/12,05:00-13:00,5,0,873.0
SC38,2023/12/12,08:00-16:00,6,0,1141.0
SC38,2023/12/12,12:00-20:00,6,0,1040.0
SC38,2023/12/12,14:00-22:00,5,0,945.0
SC38,2023/12/12,16:00-24:00,5,0,990.0
SC38,2023/12/13,00:00-08:00,3,0,473.0
SC38,2023/12/13,05:00-13:00,5,0,926.0
SC38,2023/12/13,08:00-16:00,6,0,1131.0
SC38,2023/12/13,12:00-20:00,6,0,1025.0
SC38,2023/12/13,14:00-22:00,5,0,928.0
SC38,2023/12/13,16:00-24:00,5,0,975.0
SC38,2023/12/14,00:00-08:00,3,0,459.0
SC38,2023/12/14,05:00-13:00,5,0,895.0
SC38,2023/12/14,08:00-16:00,6,0,1125.0
SC38,2023/12/14,12:00-20:00,6,0,1028.0
SC38,2023/12/14,14:00-22:00,5,0,929.0
SC38,2023/12/14,16:00-24:00,5,0,942.0
SC38,2023/12/15,00:00-08:00,3,0,414.0
SC38,2023/12/15,05:00-13:00,5,0,844.0
SC38,2023/12/15,08:00-16:00,6,0,1095.0
SC38,2023/12/15,12:00-20:00,5,0,981.0
SC38,2023/12/15,14:00-22:00,5,0,873.0
SC38,2023/12/15,16:00-24:00,5,0,899.0
SC38,2023/12/16,00:00-08:00,3,0,445.0
SC38,2023/12/16,05:00-13:00,5,0,827.0
SC38,2023/12/16,08:00-16:00,6,0,1041.0
SC38,2023/12/16,12:00-20:00,5,0,978.0
SC38,2023/12/16,14:00-22:00,5,0,855.0
SC38,2023/12/16,16:00-24:00,5,0,869.0
SC38,2023/12/17,00:00-08:00,3,0,412.0
SC38,2023/12/17,05:00-13:00,4,0,761.0
SC38,2023/12/17,08:00-16:00,5,0,987.0
SC38,2023/12/17,12:00-20:00,5,0,953.0
SC38,2023/12/17,14:00-22:00,5,0,850.0
SC38,2023/12/17,16:00-24:00,5,0,874.0
SC38,2023/12/18,00:00-08:00,3,0,430.0
SC38,2023/12/18,05:00-13:00,5,0,839.0
SC38,2023/12/18,08:00-16:00,6,0,1072.0
SC38,2023/12/18,12:00-20:00,5,0,931.0
SC38,2023/12/18,14:00-22:00,5,0,801.0
SC38,2023/12/18,16:00-24:00,5,0,814.0
SC38,2023/12/19,00:00-08:00,3,0,428.0
SC38,2023/12/19,05:00-13:00,4,0,789.0
SC38,2023/12/19,08:00-16:00,5,0,990.0
SC38,2023/12/19,12:00-20:00,5,0,919.0
SC38,2023/12/19,14:00-22:00,4,0,795.0
SC38,2023/12/19,16:00-24:00,5,0,811.0
SC38,2023/12/20,00:00-08:00,3,0,407.0
SC38,2023/12/20,05:00-13:00,4,0,792.0
SC38,2023/12/20,08:00-16:00,6,0,1014.0
SC38,2023/12/20,12:00-20:00,5,0,908.0
SC38,2023/12/20,14:00-22:00,4,0,759.0
SC38,2023/12/20,16:00-24:00,4,0,769.0
SC38,2023/12/21,00:00-08:00,3,0,444.0
SC38,2023/12/21,05:00-13:00,4,0,777.0
SC38,2023/12/21,08:00-16:00,5,0,978.0
SC38,2023/12/21,12:00-20:00,5,0,876.0
SC38,2023/12/21,14:00-22:00,4,0,723.0
SC38,2023/12/21,16:00-24:00,4,0,733.0
SC38,2023/12/22,00:00-08:00,3,0,456.0
SC38,2023/12/22,05:00-13:00,4,0,757.0
SC38,2023/12/22,08:00-16:00,5,0,949.0
SC38,2023/12/22,12:00-20:00,5,0,847.0
SC38,2023/12/22,14:00-22:00,4,0,705.0
SC38,2023/12/22,16:00-24:00,4,0,709.0
SC38,2023/12/23,00:00-08:00,3,0,453.0
SC38,2023/12/23,05:00-13:00,4,0,761.0
SC38,2023/12/23,08:00-16:00,5,0,959.0
SC38,2023/12/23,12:00-20:00,5,0,863.0
SC38,2023/12/23,14:00-22:00,4,0,700.0
SC38,2023/12/23,16:00-24:00,4,0,705.0
SC38,2023/12/24,00:00-08:00,3,0,444.0
SC38,2023/12/24,05:00-13:00,4,0,745.0
SC38,2023/12/24,08:00-16:00,5,0,919.0
SC38,2023/12/24,12:00-20:00,5,0,829.0
SC38,2023/12/24,14:00-22:00,4,0,688.0
SC38,2023/12/24,16:00-24:00,4,0,680.0
SC38,2023/12/25,00:00-08:00,3,0,417.0
SC38,2023/12/25,05:00-13:00,4,0,768.0
SC38,2023/12/25,08:00-16:00,5,0,945.0
SC38,2023/12/25,12:00-20:00,5,0,810.0
SC38,2023/12/25,14:00-22:00,4,0,644.0
SC38,2023/12/25,16:00-24:00,4,0,646.0
SC38,2023/12/26,00:00-08:00,3,0,428.0
SC38,2023/12/26,05:00-13:00,4,0,691.0
SC38,2023/12/26,08:00-16:00,5,0,870.0
SC38,2023/12/26,12:00-20:00,4,0,797.0
SC38,2023/12/26,14:00-22:00,4,0,642.0
SC38,2023/12/26,16:00-24:00,4,0,637.0
SC38,2023/12/27,00:00-08:00,3,0,437.0
SC38,2023/12/27,05:00-13:00,4,0,713.0
SC38,2023/12/27,08:00-16:00,5,0,869.0
SC38,2023/12/27,12:00-20:00,4,0,788.0
SC38,2023/12/27,14:00-22:00,4,0,629.0
SC38,2023/12/27,16:00-24:00,4,0,629.0
SC38,2023/12/28,00:00-08:00,3,0,442.0
SC38,2023/12/28,05:00-13:00,4,0,710.0
SC38,2023/12/28,08:00-16:00,5,0,889.0
SC38,2023/12/28,12:00-20:00,4,0,781.0
SC38,2023/12/28,14:00-22:00,4,0,611.0
SC38,2023/12/28,16:00-24:00,4,0,602.0
SC38,2023/12/29,00:00-08:00,3,0,439.0
SC38,2023/12/29,05:00-13:00,4,0,675.0
SC38,2023/12/29,08:00-16:00,5,0,836.0
SC38,2023/12/29,12:00-20:00,4,0,760.0
SC38,2023/12/29,14:00-22:00,3,0,598.0
SC38,2023/12/29,16:00-24:00,3,0,595.0
SC38,2023/12/30,00:00-08:00,3,0,449.0
SC38,2023/12/30,05:00-13:00,4,0,699.0
SC38,2023/12/30,08:00-16:00,5,0,859.0
SC38,2023/12/30,12:00-20:00,4,0,757.0
SC38,2023/12/30,14:00-22:00,3,0,577.0
SC38,2023/12/30,16:00-24:00,3,0,565.0
SC39,2023/12/01,00:00-08:00,2,0,283.0
SC39,2023/12/01,05:00-13:00,2,0,400.0
SC39,2023/12/01,08:00-16:00,4,0,648.0
SC39,2023/12/01,12:00-20:00,4,0,734.0
SC39,2023/12/01,14:00-22:00,5,0,966.0
SC39,2023/12/01,16:00-24:00,6,0,1009.0
SC39,2023/12/02,00:00-08:00,2,0,289.0
SC39,2023/12/02,05:00-13:00,3,0,404.0
SC39,2023/12/02,08:00-16:00,4,0,677.0
SC39,2023/12/02,12:00-20:00,4,0,723.0
SC39,2023/12/02,14:00-22:00,5,0,935.0
SC39,2023/12/02,16:00-24:00,5,0,957.0
SC39,2023/12/03,00:00-08:00,2,0,296.0
SC39,2023/12/03,05:00-13:00,3,0,402.0
SC39,2023/12/03,08:00-16:00,4,0,642.0
SC39,2023/12/03,12:00-20:00,4,0,693.0
SC39,2023/12/03,14:00-22:00,5,0,890.0
SC39,2023/12/03,16:00-24:00,5,0,928.0
SC39,2023/12/04,00:00-08:00,2,0,275.0
SC39,2023/12/04,05:00-13:00,2,0,386.0
SC39,2023/12/04,08:00-16:00,4,0,615.0
SC39,2023/12/04,12:00-20:00,4,0,637.0
SC39,2023/12/04,14:00-22:00,5,0,836.0
SC39,2023/12/04,16:00-24:00,5,0,874.0
SC39,2023/12/05,00:00-08:00,2,0,237.0
SC39,2023/12/05,05:00-13:00,2,0,361.0
SC39,2023/12/05,08:00-16:00,3,0,557.0
SC39,2023/12/05,12:00-20:00,3,0,595.0
SC39,2023/12/05,14:00-22:00,4,0,786.0
SC39,2023/12/05,16:00-24:00,5,0,862.0
SC39,2023/12/06,00:00-08:00,2,0,275.0
SC39,2023/12/06,05:00-13:00,2,0,335.0
SC39,2023/12/06,08:00-16:00,3,0,530.0
SC39,2023/12/06,12:00-20:00,3,0,559.0
SC39,2023/12/06,14:00-22:00,4,0,745.0
SC39,2023/12/06,16:00-24:00,5,0,803.0
SC39,2023/12/07,00:00-08:00,2,0,287.0
SC39,2023/12/07,05:00-13:00,2,0,349.0
SC39,2023/12/07,08:00-16:00,3,0,535.0
SC39,2023/12/07,12:00-20:00,3,0,539.0
SC39,2023/12/07,14:00-22:00,4,0,721.0
SC39,2023/12/07,16:00-24:00,4,0,778.0
SC39,2023/12/08,00:00-08:00,2,0,245.0
SC39,2023/12/08,05:00-13:00,2,0,347.0
SC39,2023/12/08,08:00-16:00,3,0,555.0
SC39,2023/12/08,12:00-20:00,3,0,569.0
SC39,2023/12/08,14:00-22:00,4,0,729.0
SC39,2023/12/08,16:00-24:00,4,0,771.0
SC39,2023/12/09,00:00-08:00,2,0,240.0
SC39,2023/12/09,05:00-13:00,2,0,330.0
SC39,2023/12/09,08:00-16:00,3,0,508.0
SC39,2023/12/09,12:00-20:00,3,0,553.0
SC39,2023/12/09,14:00-22:00,4,0,711.0
SC39,2023/12/09,16:00-24:00,4,0,766.0
SC39,2023/12/10,00:00-08:00,2,0,258.0
SC39,2023/12/10,05:00-13:00,2,0,344.0
SC39,2023/12/10,08:00-16:00,3,0,542.0
SC39,2023/12/10,12:00-20:00,3,0,569.0
SC39,2023/12/10,14:00-22:00,4,0,717.0
SC39,2023/12/10,16:00-24:00,4,0,746.0
SC39,2023/12/11,00:00-08:00,2,0,233.0
SC39,2023/12/11,05:00-13:00,2,0,327.0
SC39,2023/12/11,08:00-16:00,3,0,502.0
SC39,2023/12/11,12:00-20:00,3,0,535.0
SC39,2023/12/11,14:00-22:00,4,0,672.0
SC39,2023/12/11,16:00-24:00,4,0,702.0
SC39,2023/12/12,00:00-08:00,2,0,235.0
SC39,2023/12/12,05:00-13:00,2,0,326.0
SC39,2023/12/12,08:00-16:00,3,0,505.0
SC39,2023/12/12,12:00-20:00,3,0,542.0
SC39,2023/12/12,14:00-22:00,4,0,669.0
SC39,2023/12/12,16:00-24:00,4,0,690.0
SC39,2023/12/13,00:00-08:00,2,0,255.0
SC39,2023/12/13,05:00-13:00,2,0,323.0
SC39,2023/12/13,08:00-16:00,3,0,484.0
SC39,2023/12/13,12:00-20:00,3,0,524.0
SC39,2023/12/13,14:00-22:00,4,0,644.0
SC39,2023/12/13,16:00-24:00,4,0,675.0
SC39,2023/12/14,00:00-08:00,2,0,235.0
SC39,2023/12/14,05:00-13:00,2,0,317.0
SC39,2023/12/14,08:00-16:00,3,0,480.0
SC39,2023/12/14,12:00-20:00,3,0,516.0
SC39,2023/12/14,14:00-22:00,4,0,633.0
SC39,2023/12/14,16:00-24:00,4,0,652.0
SC39,2023/12/15,00:00-08:00,1,0,193.0
SC39,2023/12/15,05:00-13:00,2,0,307.0
SC39,2023/12/15,08:00-16:00,3,0,449.0
SC39,2023/12/15,12:00-20:00,3,0,489.0
SC39,2023/12/15,14:00-22:00,4,0,601.0
SC39,2023/12/15,16:00-24:00,4,0,636.0
SC39,2023/12/16,00:00-08:00,2,0,211.0
SC39,2023/12/16,05:00-13:00,2,0,292.0
SC39,2023/12/16,08:00-16:00,3,0,435.0
SC39,2023/12/16,12:00-20:00,3,0,473.0
