分拣中心,日期,小时,修正后时货量
SC30,2023/12/08,9,210.0
SC30,2023/12/08,10,149.0
SC30,2023/12/08,11,138.0
SC30,2023/12/08,12,41.0
SC30,2023/12/08,13,584.0
SC30,2023/12/08,14,345.0
SC30,2023/12/08,15,265.0
SC30,2023/12/08,16,7.0
SC30,2023/12/08,17,349.0
SC30,2023/12/08,18,224.0
SC30,2023/12/08,19,126.0
SC30,2023/12/08,20,45.0
SC30,2023/12/08,21,77.0
SC30,2023/12/08,22,67.0
SC30,2023/12/08,23,42.0
SC30,2023/12/09,0,45.0
SC30,2023/12/09,1,0.0
SC30,2023/12/09,2,0.0
SC30,2023/12/09,3,0.0
SC30,2023/12/09,4,0.0
SC30,2023/12/09,5,0.0
SC30,2023/12/09,6,0.0
SC30,2023/12/09,7,81.0
SC30,2023/12/09,8,219.0
SC30,2023/12/09,9,206.0
SC30,2023/12/09,10,179.0
SC30,2023/12/09,11,134.0
SC30,2023/12/09,12,33.0
SC30,2023/12/09,13,521.0
SC30,2023/12/09,14,310.0
SC30,2023/12/09,15,339.0
SC30,2023/12/09,16,112.0
SC30,2023/12/09,17,343.0
SC30,2023/12/09,18,152.0
SC30,2023/12/09,19,127.0
SC30,2023/12/09,20,40.0
SC30,2023/12/09,21,69.0
SC30,2023/12/09,22,61.0
SC30,2023/12/09,23,39.0
SC30,2023/12/10,0,43.0
SC30,2023/12/10,1,0.0
SC30,2023/12/10,2,0.0
SC30,2023/12/10,3,0.0
SC30,2023/12/10,4,0.0
SC30,2023/12/10,5,0.0
SC30,2023/12/10,6,0.0
SC30,2023/12/10,7,58.0
SC30,2023/12/10,8,191.0
SC30,2023/12/10,9,201.0
SC30,2023/12/10,10,144.0
SC30,2023/12/10,11,110.0
SC30,2023/12/10,12,30.0
SC30,2023/12/10,13,494.0
SC30,2023/12/10,14,313.0
SC30,2023/12/10,15,316.0
SC30,2023/12/10,16,151.0
SC30,2023/12/10,17,358.0
SC30,2023/12/10,18,153.0
SC30,2023/12/10,19,122.0
SC30,2023/12/10,20,36.0
SC30,2023/12/10,21,65.0
SC30,2023/12/10,22,58.0
SC30,2023/12/10,23,34.0
SC30,2023/12/11,0,34.0
SC30,2023/12/11,1,0.0
SC30,2023/12/11,2,0.0
SC30,2023/12/11,3,0.0
SC30,2023/12/11,4,0.0
SC30,2023/12/11,5,0.0
SC30,2023/12/11,6,0.0
SC30,2023/12/11,7,33.0
SC30,2023/12/11,8,192.0
SC30,2023/12/11,9,207.0
SC30,2023/12/11,10,160.0
SC30,2023/12/11,11,95.0
SC30,2023/12/11,12,36.0
SC30,2023/12/11,13,530.0
SC30,2023/12/11,14,332.0
SC30,2023/12/11,15,318.0
SC30,2023/12/11,16,23.0
SC30,2023/12/11,17,329.0
SC30,2023/12/11,18,99.0
SC30,2023/12/11,19,115.0
SC30,2023/12/11,20,31.0
SC30,2023/12/11,21,56.0
SC30,2023/12/11,22,50.0
SC30,2023/12/11,23,30.0
SC30,2023/12/12,0,37.0
SC30,2023/12/12,1,0.0
SC30,2023/12/12,2,0.0
SC30,2023/12/12,3,0.0
SC30,2023/12/12,4,0.0
SC30,2023/12/12,5,0.0
SC30,2023/12/12,6,0.0
SC30,2023/12/12,7,34.0
SC30,2023/12/12,8,201.0
SC30,2023/12/12,9,208.0
SC30,2023/12/12,10,144.0
SC30,2023/12/12,11,95.0
SC30,2023/12/12,12,36.0
SC30,2023/12/12,13,535.0
SC30,2023/12/12,14,324.0
SC30,2023/12/12,15,326.0
SC30,2023/12/12,16,91.0
SC30,2023/12/12,17,311.0
SC30,2023/12/12,18,102.0
SC30,2023/12/12,19,95.0
SC30,2023/12/12,20,27.0
SC30,2023/12/12,21,49.0
SC30,2023/12/12,22,42.0
SC30,2023/12/12,23,25.0
SC30,2023/12/13,0,30.0
SC30,2023/12/13,1,0.0
SC30,2023/12/13,2,0.0
SC30,2023/12/13,3,0.0
SC30,2023/12/13,4,0.0
SC30,2023/12/13,5,0.0
SC30,2023/12/13,6,0.0
SC30,2023/12/13,7,1.0
SC30,2023/12/13,8,197.0
SC30,2023/12/13,9,198.0
SC30,2023/12/13,10,159.0
SC30,2023/12/13,11,98.0
SC30,2023/12/13,12,30.0
SC30,2023/12/13,13,541.0
SC30,2023/12/13,14,321.0
SC30,2023/12/13,15,254.0
SC30,2023/12/13,16,156.0
SC30,2023/12/13,17,273.0
SC30,2023/12/13,18,102.0
SC30,2023/12/13,19,102.0
SC30,2023/12/13,20,24.0
SC30,2023/12/13,21,45.0
SC30,2023/12/13,22,38.0
SC30,2023/12/13,23,22.0
SC30,2023/12/14,0,32.0
SC30,2023/12/14,1,0.0
SC30,2023/12/14,2,0.0
SC30,2023/12/14,3,0.0
SC30,2023/12/14,4,0.0
SC30,2023/12/14,5,0.0
SC30,2023/12/14,6,0.0
SC30,2023/12/14,7,0.0
SC30,2023/12/14,8,170.0
SC30,2023/12/14,9,199.0
SC30,2023/12/14,10,137.0
SC30,2023/12/14,11,91.0
SC30,2023/12/14,12,29.0
SC30,2023/12/14,13,580.0
SC30,2023/12/14,14,316.0
SC30,2023/12/14,15,283.0
SC30,2023/12/14,16,33.0
SC30,2023/12/14,17,271.0
SC30,2023/12/14,18,67.0
SC30,2023/12/14,19,100.0
SC30,2023/12/14,20,22.0
SC30,2023/12/14,21,42.0
SC30,2023/12/14,22,36.0
SC30,2023/12/14,23,20.0
SC30,2023/12/15,0,33.0
SC30,2023/12/15,1,0.0
SC30,2023/12/15,2,0.0
SC30,2023/12/15,3,0.0
SC30,2023/12/15,4,0.0
SC30,2023/12/15,5,0.0
SC30,2023/12/15,6,0.0
SC30,2023/12/15,7,0.0
SC30,2023/12/15,8,190.0
SC30,2023/12/15,9,201.0
SC30,2023/12/15,10,150.0
SC30,2023/12/15,11,85.0
SC30,2023/12/15,12,30.0
SC30,2023/12/15,13,594.0
SC30,2023/12/15,14,299.0
SC30,2023/12/15,15,246.0
SC30,2023/12/15,16,59.0
SC30,2023/12/15,17,273.0
SC30,2023/12/15,18,89.0
SC30,2023/12/15,19,91.0
SC30,2023/12/15,20,20.0
SC30,2023/12/15,21,39.0
SC30,2023/12/15,22,34.0
SC30,2023/12/15,23,19.0
SC30,2023/12/16,0,35.0
SC30,2023/12/16,1,0.0
SC30,2023/12/16,2,0.0
SC30,2023/12/16,3,0.0
SC30,2023/12/16,4,0.0
SC30,2023/12/16,5,0.0
SC30,2023/12/16,6,0.0
SC30,2023/12/16,7,0.0
SC30,2023/12/16,8,188.0
SC30,2023/12/16,9,196.0
SC30,2023/12/16,10,143.0
SC30,2023/12/16,11,89.0
SC30,2023/12/16,12,28.0
SC30,2023/12/16,13,566.0
SC30,2023/12/16,14,286.0
SC30,2023/12/16,15,263.0
SC30,2023/12/16,16,141.0
SC30,2023/12/16,17,304.0
SC30,2023/12/16,18,76.0
SC30,2023/12/16,19,85.0
SC30,2023/12/16,20,18.0
SC30,2023/12/16,21,36.0
SC30,2023/12/16,22,31.0
SC30,2023/12/16,23,18.0
SC30,2023/12/17,0,30.0
SC30,2023/12/17,1,0.0
SC30,2023/12/17,2,0.0
SC30,2023/12/17,3,0.0
SC30,2023/12/17,4,0.0
SC30,2023/12/17,5,0.0
SC30,2023/12/17,6,0.0
SC30,2023/12/17,7,0.0
SC30,2023/12/17,8,183.0
SC30,2023/12/17,9,191.0
SC30,2023/12/17,10,142.0
SC30,2023/12/17,11,96.0
SC30,2023/12/17,12,26.0
SC30,2023/12/17,13,562.0
SC30,2023/12/17,14,292.0
SC30,2023/12/17,15,265.0
SC30,2023/12/17,16,41.0
SC30,2023/12/17,17,315.0
SC30,2023/12/17,18,110.0
SC30,2023/12/17,19,78.0
SC30,2023/12/17,20,16.0
SC30,2023/12/17,21,33.0
SC30,2023/12/17,22,29.0
SC30,2023/12/17,23,16.0
SC30,2023/12/18,0,29.0
SC30,2023/12/18,1,0.0
SC30,2023/12/18,2,0.0
SC30,2023/12/18,3,0.0
SC30,2023/12/18,4,0.0
SC30,2023/12/18,5,0.0
SC30,2023/12/18,6,0.0
SC30,2023/12/18,7,0.0
SC30,2023/12/18,8,180.0
SC30,2023/12/18,9,192.0
SC30,2023/12/18,10,133.0
SC30,2023/12/18,11,100.0
SC30,2023/12/18,12,27.0
SC30,2023/12/18,13,572.0
SC30,2023/12/18,14,294.0
SC30,2023/12/18,15,268.0
SC30,2023/12/18,16,34.0
SC30,2023/12/18,17,326.0
SC30,2023/12/18,18,108.0
SC30,2023/12/18,19,85.0
SC30,2023/12/18,20,14.0
SC30,2023/12/18,21,30.0
SC30,2023/12/18,22,26.0
SC30,2023/12/18,23,15.0
SC30,2023/12/19,0,28.0
SC30,2023/12/19,1,0.0
SC30,2023/12/19,2,0.0
SC30,2023/12/19,3,0.0
SC30,2023/12/19,4,0.0
SC30,2023/12/19,5,0.0
SC30,2023/12/19,6,0.0
SC30,2023/12/19,7,20.0
SC30,2023/12/19,8,189.0
SC30,2023/12/19,9,190.0
SC30,2023/12/19,10,142.0
SC30,2023/12/19,11,95.0
SC30,2023/12/19,12,25.0
SC30,2023/12/19,13,547.0
SC30,2023/12/19,14,286.0
SC30,2023/12/19,15,265.0
SC30,2023/12/19,16,127.0
SC30,2023/12/19,17,311.0
SC30,2023/12/19,18,102.0
SC30,2023/12/19,19,91.0
SC30,2023/12/19,20,13.0
SC30,2023/12/19,21,27.0
SC30,2023/12/19,22,24.0
SC30,2023/12/19,23,13.0
SC30,2023/12/20,0,27.0
SC30,2023/12/20,1,0.0
SC30,2023/12/20,2,0.0
SC30,2023/12/20,3,0.0
SC30,2023/12/20,4,0.0
SC30,2023/12/20,5,0.0
SC30,2023/12/20,6,0.0
SC30,2023/12/20,7,35.0
SC30,2023/12/20,8,179.0
SC30,2023/12/20,9,186.0
SC30,2023/12/20,10,131.0
SC30,2023/12/20,11,90.0
SC30,2023/12/20,12,23.0
SC30,2023/12/20,13,533.0
SC30,2023/12/20,14,280.0
SC30,2023/12/20,15,247.0
SC30,2023/12/20,16,56.0
SC30,2023/12/20,17,296.0
SC30,2023/12/20,18,113.0
SC30,2023/12/20,19,88.0
SC30,2023/12/20,20,11.0
SC30,2023/12/20,21,25.0
SC30,2023/12/20,22,21.0
SC30,2023/12/20,23,12.0
SC30,2023/12/21,0,24.0
SC30,2023/12/21,1,0.0
SC30,2023/12/21,2,0.0
SC30,2023/12/21,3,0.0
SC30,2023/12/21,4,0.0
SC30,2023/12/21,5,0.0
SC30,2023/12/21,6,0.0
SC30,2023/12/21,7,36.0
SC30,2023/12/21,8,174.0
SC30,2023/12/21,9,186.0
SC30,2023/12/21,10,136.0
SC30,2023/12/21,11,88.0
SC30,2023/12/21,12,25.0
SC30,2023/12/21,13,551.0
SC30,2023/12/21,14,275.0
SC30,2023/12/21,15,249.0
SC30,2023/12/21,16,21.0
SC30,2023/12/21,17,273.0
SC30,2023/12/21,18,95.0
SC30,2023/12/21,19,85.0
SC30,2023/12/21,20,10.0
SC30,2023/12/21,21,22.0
SC30,2023/12/21,22,19.0
SC30,2023/12/21,23,11.0
SC30,2023/12/22,0,25.0
SC30,2023/12/22,1,0.0
SC30,2023/12/22,2,0.0
SC30,2023/12/22,3,0.0
SC30,2023/12/22,4,0.0
SC30,2023/12/22,5,0.0
SC30,2023/12/22,6,0.0
SC30,2023/12/22,7,44.0
SC30,2023/12/22,8,180.0
SC30,2023/12/22,9,186.0
SC30,2023/12/22,10,127.0
SC30,2023/12/22,11,87.0
SC30,2023/12/22,12,25.0
SC30,2023/12/22,13,553.0
SC30,2023/12/22,14,266.0
SC30,2023/12/22,15,219.0
SC30,2023/12/22,16,110.0
SC30,2023/12/22,17,265.0
SC30,2023/12/22,18,102.0
SC30,2023/12/22,19,81.0
SC30,2023/12/22,20,9.0
SC30,2023/12/22,21,20.0
SC30,2023/12/22,22,17.0
SC30,2023/12/22,23,9.0
SC30,2023/12/23,0,21.0
SC30,2023/12/23,1,0.0
SC30,2023/12/23,2,0.0
SC30,2023/12/23,3,0.0
SC30,2023/12/23,4,0.0
SC30,2023/12/23,5,0.0
SC30,2023/12/23,6,0.0
SC30,2023/12/23,7,35.0
SC30,2023/12/23,8,178.0
SC30,2023/12/23,9,182.0
SC30,2023/12/23,10,133.0
SC30,2023/12/23,11,81.0
SC30,2023/12/23,12,22.0
SC30,2023/12/23,13,550.0
SC30,2023/12/23,14,261.0
SC30,2023/12/23,15,234.0
SC30,2023/12/23,16,67.0
SC30,2023/12/23,17,265.0
SC30,2023/12/23,18,76.0
SC30,2023/12/23,19,82.0
SC30,2023/12/23,20,8.0
SC30,2023/12/23,21,19.0
SC30,2023/12/23,22,16.0
SC30,2023/12/23,23,9.0
SC30,2023/12/24,0,20.0
SC30,2023/12/24,1,0.0
SC30,2023/12/24,2,0.0
SC30,2023/12/24,3,0.0
SC30,2023/12/24,4,0.0
SC30,2023/12/24,5,0.0
SC30,2023/12/24,6,0.0
SC30,2023/12/24,7,17.0
SC30,2023/12/24,8,166.0
SC30,2023/12/24,9,180.0
SC30,2023/12/24,10,123.0
SC30,2023/12/24,11,74.0
SC30,2023/12/24,12,22.0
SC30,2023/12/24,13,571.0
SC30,2023/12/24,14,262.0
SC30,2023/12/24,15,220.0
SC30,2023/12/24,16,11.0
SC30,2023/12/24,17,279.0
SC30,2023/12/24,18,70.0
SC30,2023/12/24,19,82.0
SC30,2023/12/24,20,7.0
SC30,2023/12/24,21,17.0
SC30,2023/12/24,22,15.0
SC30,2023/12/24,23,8.0
SC30,2023/12/25,0,20.0
SC30,2023/12/25,1,0.0
SC30,2023/12/25,2,0.0
SC30,2023/12/25,3,0.0
SC30,2023/12/25,4,0.0
SC30,2023/12/25,5,0.0
SC30,2023/12/25,6,0.0
SC30,2023/12/25,7,6.0
SC30,2023/12/25,8,170.0
SC30,2023/12/25,9,179.0
SC30,2023/12/25,10,126.0
SC30,2023/12/25,11,70.0
SC30,2023/12/25,12,23.0
SC30,2023/12/25,13,583.0
SC30,2023/12/25,14,259.0
SC30,2023/12/25,15,224.0
SC30,2023/12/25,16,90.0
SC30,2023/12/25,17,289.0
SC30,2023/12/25,18,66.0
SC30,2023/12/25,19,76.0
SC30,2023/12/25,20,7.0
SC30,2023/12/25,21,16.0
SC30,2023/12/25,22,13.0
SC30,2023/12/25,23,7.0
SC30,2023/12/26,0,21.0
SC30,2023/12/26,1,0.0
SC30,2023/12/26,2,0.0
SC30,2023/12/26,3,0.0
SC30,2023/12/26,4,0.0
SC30,2023/12/26,5,0.0
SC30,2023/12/26,6,0.0
SC30,2023/12/26,7,0.0
SC30,2023/12/26,8,171.0
SC30,2023/12/26,9,177.0
SC30,2023/12/26,10,122.0
SC30,2023/12/26,11,70.0
SC30,2023/12/26,12,22.0
SC30,2023/12/26,13,569.0
SC30,2023/12/26,14,252.0
SC30,2023/12/26,15,227.0
SC30,2023/12/26,16,74.0
SC30,2023/12/26,17,297.0
SC30,2023/12/26,18,56.0
SC30,2023/12/26,19,70.0
SC30,2023/12/26,20,6.0
SC30,2023/12/26,21,14.0
SC30,2023/12/26,22,12.0
SC30,2023/12/26,23,7.0
SC30,2023/12/27,0,19.0
SC30,2023/12/27,1,0.0
SC30,2023/12/27,2,0.0
SC30,2023/12/27,3,0.0
SC30,2023/12/27,4,0.0
SC30,2023/12/27,5,0.0
SC30,2023/12/27,6,0.0
SC30,2023/12/27,7,0.0
SC30,2023/12/27,8,167.0
SC30,2023/12/27,9,175.0
SC30,2023/12/27,10,123.0
SC30,2023/12/27,11,71.0
SC30,2023/12/27,12,20.0
SC30,2023/12/27,13,565.0
SC30,2023/12/27,14,247.0
SC30,2023/12/27,15,214.0
SC30,2023/12/27,16,7.0
SC30,2023/12/27,17,292.0
SC30,2023/12/27,18,63.0
SC30,2023/12/27,19,66.0
SC30,2023/12/27,20,5.0
SC30,2023/12/27,21,13.0
SC30,2023/12/27,22,11.0
SC30,2023/12/27,23,6.0
SC30,2023/12/28,0,19.0
SC30,2023/12/28,1,0.0
SC30,2023/12/28,2,0.0
SC30,2023/12/28,3,0.0
SC30,2023/12/28,4,0.0
SC30,2023/12/28,5,0.0
SC30,2023/12/28,6,0.0
SC30,2023/12/28,7,0.0
SC30,2023/12/28,8,162.0
SC30,2023/12/28,9,174.0
SC30,2023/12/28,10,117.0
SC30,2023/12/28,11,70.0
SC30,2023/12/28,12,20.0
SC30,2023/12/28,13,571.0
SC30,2023/12/28,14,243.0
SC30,2023/12/28,15,216.0
SC30,2023/12/28,16,70.0
SC30,2023/12/28,17,281.0
SC30,2023/12/28,18,54.0
SC30,2023/12/28,19,65.0
SC30,2023/12/28,20,5.0
SC30,2023/12/28,21,12.0
SC30,2023/12/28,22,10.0
SC30,2023/12/28,23,5.0
SC30,2023/12/29,0,18.0
SC30,2023/12/29,1,0.0
SC30,2023/12/29,2,0.0
SC30,2023/12/29,3,0.0
SC30,2023/12/29,4,0.0
SC30,2023/12/29,5,0.0
SC30,2023/12/29,6,0.0
SC30,2023/12/29,7,0.0
SC30,2023/12/29,8,167.0
SC30,2023/12/29,9,173.0
SC30,2023/12/29,10,119.0
SC30,2023/12/29,11,69.0
SC30,2023/12/29,12,20.0
SC30,2023/12/29,13,560.0
SC30,2023/12/29,14,238.0
SC30,2023/12/29,15,201.0
SC30,2023/12/29,16,78.0
SC30,2023/12/29,17,266.0
SC30,2023/12/29,18,64.0
SC30,2023/12/29,19,66.0
SC30,2023/12/29,20,4.0
SC30,2023/12/29,21,11.0
SC30,2023/12/29,22,9.0
SC30,2023/12/29,23,5.0
SC30,2023/12/30,0,17.0
SC30,2023/12/30,1,0.0
SC30,2023/12/30,2,0.0
SC30,2023/12/30,3,0.0
SC30,2023/12/30,4,0.0
SC30,2023/12/30,5,0.0
SC30,2023/12/30,6,0.0
SC30,2023/12/30,7,0.0
SC30,2023/12/30,8,163.0
SC30,2023/12/30,9,170.0
SC30,2023/12/30,10,114.0
SC30,2023/12/30,11,69.0
SC30,2023/12/30,12,18.0
SC30,2023/12/30,13,553.0
SC30,2023/12/30,14,234.0
SC30,2023/12/30,15,202.0
SC30,2023/12/30,16,9.0
SC30,2023/12/30,17,258.0
SC30,2023/12/30,18,64.0
SC30,2023/12/30,19,64.0
SC30,2023/12/30,20,4.0
SC30,2023/12/30,21,10.0
SC30,2023/12/30,22,8.0
SC30,2023/12/30,23,4.0
SC31,2023/12/01,0,51.0
SC31,2023/12/01,1,88.0
SC31,2023/12/01,2,586.0
SC31,2023/12/01,3,904.0
SC31,2023/12/01,4,1156.0
SC31,2023/12/01,5,1080.0
SC31,2023/12/01,6,1002.0
SC31,2023/12/01,7,0.0
SC31,2023/12/01,8,0.0
SC31,2023/12/01,9,119.0
SC31,2023/12/01,10,402.0
SC31,2023/12/01,11,597.0
SC31,2023/12/01,12,612.0
SC31,2023/12/01,13,386.0
SC31,2023/12/01,14,328.0
SC31,2023/12/01,15,20.0
SC31,2023/12/01,16,1.0
SC31,2023/12/01,17,113.0
SC31,2023/12/01,18,521.0
SC31,2023/12/01,19,986.0
SC31,2023/12/01,20,784.0
SC31,2023/12/01,21,429.0
SC31,2023/12/01,22,332.0
SC31,2023/12/01,23,561.0
SC31,2023/12/02,0,0.0
SC31,2023/12/02,1,108.0
SC31,2023/12/02,2,448.0
SC31,2023/12/02,3,850.0
SC31,2023/12/02,4,1162.0
SC31,2023/12/02,5,1003.0
SC31,2023/12/02,6,1069.0
SC31,2023/12/02,7,0.0
SC31,2023/12/02,8,0.0
SC31,2023/12/02,9,122.0
SC31,2023/12/02,10,331.0
SC31,2023/12/02,11,436.0
SC31,2023/12/02,12,164.0
SC31,2023/12/02,13,607.0
SC31,2023/12/02,14,0.0
SC31,2023/12/02,15,0.0
SC31,2023/12/02,16,0.0
SC31,2023/12/02,17,25.0
SC31,2023/12/02,18,529.0
SC31,2023/12/02,19,964.0
SC31,2023/12/02,20,731.0
SC31,2023/12/02,21,388.0
SC31,2023/12/02,22,337.0
SC31,2023/12/02,23,516.0
SC31,2023/12/03,0,27.0
SC31,2023/12/03,1,149.0
SC31,2023/12/03,2,554.0
SC31,2023/12/03,3,912.0
SC31,2023/12/03,4,1015.0
SC31,2023/12/03,5,959.0
SC31,2023/12/03,6,932.0
SC31,2023/12/03,7,0.0
SC31,2023/12/03,8,0.0
SC31,2023/12/03,9,78.0
SC31,2023/12/03,10,282.0
SC31,2023/12/03,11,300.0
SC31,2023/12/03,12,683.0
SC31,2023/12/03,13,1203.0
SC31,2023/12/03,14,40.0
SC31,2023/12/03,15,91.0
SC31,2023/12/03,16,2.0
SC31,2023/12/03,17,44.0
SC31,2023/12/03,18,600.0
SC31,2023/12/03,19,1019.0
SC31,2023/12/03,20,739.0
SC31,2023/12/03,21,405.0
SC31,2023/12/03,22,328.0
SC31,2023/12/03,23,312.0
SC31,2023/12/04,0,25.0
SC31,2023/12/04,1,193.0
SC31,2023/12/04,2,528.0
SC31,2023/12/04,3,1167.0
SC31,2023/12/04,4,1066.0
SC31,2023/12/04,5,976.0
SC31,2023/12/04,6,895.0
SC31,2023/12/04,7,0.0
SC31,2023/12/04,8,0.0
SC31,2023/12/04,9,61.0
SC31,2023/12/04,10,429.0
SC31,2023/12/04,11,353.0
SC31,2023/12/04,12,852.0
SC31,2023/12/04,13,819.0
SC31,2023/12/04,14,335.0
SC31,2023/12/04,15,31.0
SC31,2023/12/04,16,1.0
SC31,2023/12/04,17,53.0
SC31,2023/12/04,18,512.0
SC31,2023/12/04,19,972.0
SC31,2023/12/04,20,809.0
SC31,2023/12/04,21,424.0
SC31,2023/12/04,22,324.0
SC31,2023/12/04,23,390.0
SC31,2023/12/05,0,0.0
SC31,2023/12/05,1,152.0
SC31,2023/12/05,2,525.0
SC31,2023/12/05,3,700.0
SC31,2023/12/05,4,1020.0
SC31,2023/12/05,5,1041.0
SC31,2023/12/05,6,885.0
SC31,2023/12/05,7,0.0
SC31,2023/12/05,8,0.0
SC31,2023/12/05,9,42.0
SC31,2023/12/05,10,381.0
SC31,2023/12/05,11,464.0
SC31,2023/12/05,12,881.0
SC31,2023/12/05,13,501.0
SC31,2023/12/05,14,5.0
SC31,2023/12/05,15,0.0
SC31,2023/12/05,16,0.0
SC31,2023/12/05,17,27.0
SC31,2023/12/05,18,446.0
SC31,2023/12/05,19,985.0
SC31,2023/12/05,20,802.0
SC31,2023/12/05,21,408.0
SC31,2023/12/05,22,294.0
SC31,2023/12/05,23,163.0
SC31,2023/12/06,0,0.0
SC31,2023/12/06,1,151.0
SC31,2023/12/06,2,578.0
SC31,2023/12/06,3,1068.0
SC31,2023/12/06,4,1086.0
SC31,2023/12/06,5,953.0
SC31,2023/12/06,6,868.0
SC31,2023/12/06,7,0.0
SC31,2023/12/06,8,0.0
SC31,2023/12/06,9,35.0
SC31,2023/12/06,10,283.0
SC31,2023/12/06,11,537.0
SC31,2023/12/06,12,196.0
SC31,2023/12/06,13,656.0
SC31,2023/12/06,14,0.0
SC31,2023/12/06,15,0.0
SC31,2023/12/06,16,0.0
SC31,2023/12/06,17,24.0
SC31,2023/12/06,18,597.0
SC31,2023/12/06,19,1001.0
SC31,2023/12/06,20,726.0
SC31,2023/12/06,21,414.0
SC31,2023/12/06,22,239.0
SC31,2023/12/06,23,233.0
SC31,2023/12/07,0,6.0
SC31,2023/12/07,1,111.0
SC31,2023/12/07,2,508.0
SC31,2023/12/07,3,1045.0
SC31,2023/12/07,4,1061.0
SC31,2023/12/07,5,987.0
SC31,2023/12/07,6,915.0
SC31,2023/12/07,7,0.0
SC31,2023/12/07,8,0.0
SC31,2023/12/07,9,26.0
SC31,2023/12/07,10,305.0
SC31,2023/12/07,11,392.0
SC31,2023/12/07,12,54.0
SC31,2023/12/07,13,928.0
SC31,2023/12/07,14,726.0
SC31,2023/12/07,15,0.0
SC31,2023/12/07,16,0.0
SC31,2023/12/07,17,56.0
SC31,2023/12/07,18,489.0
SC31,2023/12/07,19,943.0
SC31,2023/12/07,20,747.0
SC31,2023/12/07,21,401.0
SC31,2023/12/07,22,291.0
SC31,2023/12/07,23,290.0
SC31,2023/12/08,0,15.0
SC31,2023/12/08,1,67.0
SC31,2023/12/08,2,562.0
SC31,2023/12/08,3,674.0
SC31,2023/12/08,4,1117.0
SC31,2023/12/08,5,970.0
SC31,2023/12/08,6,972.0
SC31,2023/12/08,7,0.0
SC31,2023/12/08,8,0.0
SC31,2023/12/08,9,41.0
SC31,2023/12/08,10,356.0
SC31,2023/12/08,11,374.0
SC31,2023/12/08,12,370.0
SC31,2023/12/08,13,701.0
SC31,2023/12/08,14,168.0
SC31,2023/12/08,15,0.0
SC31,2023/12/08,16,0.0
SC31,2023/12/08,17,60.0
SC31,2023/12/08,18,501.0
SC31,2023/12/08,19,968.0
SC31,2023/12/08,20,753.0
SC31,2023/12/08,21,393.0
SC31,2023/12/08,22,291.0
SC31,2023/12/08,23,235.0
SC31,2023/12/09,0,12.0
SC31,2023/12/09,1,53.0
SC31,2023/12/09,2,531.0
SC31,2023/12/09,3,945.0
SC31,2023/12/09,4,997.0
SC31,2023/12/09,5,953.0
SC31,2023/12/09,6,963.0
SC31,2023/12/09,7,0.0
SC31,2023/12/09,8,0.0
SC31,2023/12/09,9,63.0
SC31,2023/12/09,10,285.0
SC31,2023/12/09,11,427.0
SC31,2023/12/09,12,1037.0
SC31,2023/12/09,13,846.0
SC31,2023/12/09,14,0.0
SC31,2023/12/09,15,0.0
SC31,2023/12/09,16,0.0
SC31,2023/12/09,17,43.0
SC31,2023/12/09,18,526.0
SC31,2023/12/09,19,961.0
SC31,2023/12/09,20,720.0
SC31,2023/12/09,21,396.0
SC31,2023/12/09,22,295.0
SC31,2023/12/09,23,340.0
SC31,2023/12/10,0,28.0
SC31,2023/12/10,1,31.0
SC31,2023/12/10,2,472.0
SC31,2023/12/10,3,917.0
SC31,2023/12/10,4,1005.0
SC31,2023/12/10,5,932.0
SC31,2023/12/10,6,962.0
SC31,2023/12/10,7,0.0
SC31,2023/12/10,8,0.0
SC31,2023/12/10,9,58.0
SC31,2023/12/10,10,318.0
SC31,2023/12/10,11,305.0
SC31,2023/12/10,12,527.0
SC31,2023/12/10,13,1155.0
SC31,2023/12/10,14,589.0
SC31,2023/12/10,15,0.0
SC31,2023/12/10,16,0.0
SC31,2023/12/10,17,73.0
SC31,2023/12/10,18,500.0
SC31,2023/12/10,19,940.0
SC31,2023/12/10,20,715.0
SC31,2023/12/10,21,380.0
SC31,2023/12/10,22,298.0
SC31,2023/12/10,23,357.0
SC31,2023/12/11,0,16.0
SC31,2023/12/11,1,58.0
SC31,2023/12/11,2,474.0
SC31,2023/12/11,3,1052.0
SC31,2023/12/11,4,1038.0
SC31,2023/12/11,5,902.0
SC31,2023/12/11,6,947.0
SC31,2023/12/11,7,0.0
SC31,2023/12/11,8,0.0
SC31,2023/12/11,9,69.0
SC31,2023/12/11,10,342.0
SC31,2023/12/11,11,360.0
SC31,2023/12/11,12,0.0
SC31,2023/12/11,13,609.0
SC31,2023/12/11,14,379.0
SC31,2023/12/11,15,12.0
SC31,2023/12/11,16,1.0
SC31,2023/12/11,17,71.0
SC31,2023/12/11,18,552.0
SC31,2023/12/11,19,968.0
SC31,2023/12/11,20,765.0
SC31,2023/12/11,21,379.0
SC31,2023/12/11,22,281.0
SC31,2023/12/11,23,410.0
SC31,2023/12/12,0,8.0
SC31,2023/12/12,1,70.0
SC31,2023/12/12,2,446.0
SC31,2023/12/12,3,665.0
SC31,2023/12/12,4,1100.0
SC31,2023/12/12,5,925.0
SC31,2023/12/12,6,898.0
SC31,2023/12/12,7,0.0
SC31,2023/12/12,8,0.0
SC31,2023/12/12,9,71.0
SC31,2023/12/12,10,283.0
SC31,2023/12/12,11,475.0
SC31,2023/12/12,12,84.0
